Key,Value
CoreScripts.PremiumModal.Action.PricePerMonth,{price}/miesiąc
CoreScripts.PremiumModal.Error.PlatformUnavailable,"Zakup subskrypcji Roblox Premium nie jest możliwy na twojej platformie. Aby kupić subskrypcję premium, użyj wersji na komputer stacjonarny."
CoreScripts.PremiumModal.Error.AlreadyPremium,"Wygląda na to, że deweloper próbuje zachęcić cię do zakupu subskrypcji Roblox Premium, ale ty już z niej korzystasz."
CoreScripts.PremiumModal.Error.Unavailable,Subskrypcja Premium jest w tej chwili niedostępna. Spróbuj ponownie później!
CoreScripts.PremiumModal.Body.RobuxMonthlyV2,Comiesięczna wypłata Robuxów ({robux})
CoreScripts.PremiumModal.Error.FailedNativePurchase,Nie ukończono zakupu. Spróbuj ponownie.
CoreScripts.PremiumModal.Title.Error,Błąd
CoreScripts.ScreenshotHud.Action.TakePhoto,Zrób zdjęcie
CoreScripts.ScreenshotHud.Action.Cancel,Anuluj
CoreScripts.TextChat.ChatWindow.Welcome,"Wpisz na czacie „/?” lub „/help”, aby wyświetlić listę poleceń obsługi czatu."
CoreScripts.TextChat.FriendsChat.LoadConversationsError,
CoreScripts.TextChat.FriendsChat.LoadingConversations,
CoreScripts.TextChat.FriendsChat.NoConversationsYet,
CoreScripts.TextChat.FriendsChat.NoLoadedConversationsFound,
CoreScripts.TextChat.Emote.Error.AnimationPlaying,Nie można używać emotek w trakcie tego działania.
CoreScripts.TextChat.Emote.Error.NoMatchingEmote,Nie możesz użyć tej emotki.
CoreScripts.TextChat.Emote.Error.R15Only,Tylko awatary R15 mogą używać emotek.
CoreScripts.TextChat.Emote.Error.TemporarilyUnavailable,W tej chwili nie możesz używać emotek.
CoreScripts.TextChat.Emote.Error.DoesNotExist,Emotka nie istnieje.
CoreScripts.TextChat.Emote.Error.NotEquipped,Nie założono tej emotki.
CoreScripts.TextChat.Emote.Error.NotEnabled,Nie możesz użyć tej emotki tutaj.
CoreScripts.TextChat.Help.FirstLine,Oto podstawowe polecenia związane z czatem:
CoreScripts.TextChat.InputBar.Hint.MouseKeyboard,"Aby rozmawiać na czacie, kliknij tutaj lub naciśnij {KEY}"
CoreScripts.TextChat.InputBar.Hint.PrivacySettingsDisabled,Ustawienia czatu uniemożliwiają wysyłanie i otrzymywanie wiadomości.
CoreScripts.TextChat.InputBar.Hint.Touch,"Dotknij tutaj, aby uczestniczyć w czacie"
CoreScripts.TextChat.MessageStatus.Warning.Floodchecked,Musisz poczekać przed wysłaniem kolejnej wiadomości.
CoreScripts.TextChat.MessageStatus.Warning.InvalidChannelPermissions,Nie możesz rozmawiać na tym kanale.
CoreScripts.TextChat.MessageStatus.Warning.InvalidPrivacySettings,Ustawienia czatu uniemożliwiają wysyłanie i otrzymywanie wiadomości.
CoreScripts.TextChat.MessageStatus.Warning.MessageTooLong,Przekroczono maksymalną długość wiadomości.
CoreScripts.TextChat.MessageStatus.Warning.TextFilterFailed,Z powodu problemów związanych z filtrem czatu wiadomości mogą pojawiać się z opóźnieniem.
CoreScripts.TextChat.MessageStatus.Warning.Unknown,Nie można wysłać tej wiadomości.
CoreScripts.TextChat.Mute.Error.CannotMuteSelf,Nie możesz wyciszyć siebie.
CoreScripts.TextChat.Mute.Error.MultipleMatches,Tej nazwy wyświetlanej używają następujący użytkownicy: {RBX_LIST_NAMES}
CoreScripts.TextChat.Mute.Error.TargetDoesNotExist,Użytkownik „{RBX_NAME}” nie istnieje.
CoreScripts.TextChat.Mute.Help.Description,/mute <użytkownik>: wyciszenie użytkownika
CoreScripts.TextChat.Mute.Success,Użytkownik „{RBX_NAME}” został wyciszony.
CoreScripts.TextChat.Notification.Friend.Joined,"Twój znajomy, {RBX_NAME}, dołączył do projektu."
CoreScripts.TextChat.Notification.Team.Joined,Jesteś teraz w zespole „{RBX_NAME}”.
CoreScripts.TextChat.Notification.WhisperChat.Created,Ty i {RBX_NAME} rozmawiacie teraz na czacie prywatnym.
CoreScripts.TextChat.TeamChat.Error.NotOnTeam,"Nie możesz korzystać z czatu zespołowego, jeśli nie jesteś w zespole."
CoreScripts.TextChat.TeamChat.Help.Description,"/team <wiadomość> lub /t <wiadomość>: wysłanie wiadomości na czacie zespołu do osób, z którymi jesteś w zespole"
CoreScripts.TextChat.TeamChat.PrefixText,[Team]
CoreScripts.TextChat.Unmute.Help.Description,/unmute <użytkownik>: wyłączenie wyciszenia użytkownika
CoreScripts.TextChat.Unmute.Success,Wyciszenie użytkownika „{RBX_NAME}” zostało wyłączone.
CoreScripts.TextChat.Version.Success,{RBX_VERSION}
CoreScripts.TextChat.Whisper.Error.CannotChat,Nie możesz rozmawiać na czacie z tą osobą.
CoreScripts.TextChat.Whisper.Help.Description,/whisper <użytkownik> lub /w <użytkownik>: otwarcie kanału wiadomości prywatnych z użytkownikiem
CoreScripts.TextChat.WhisperChat.PrefixText.Incoming,[Od użytkownika {RBX_NAME}]
CoreScripts.TextChat.WhisperChat.PrefixText.Outgoing,[Do użytkownika {RBX_NAME}]
CoreScripts.TopBar.Leaderboard,Ranking
CoreScripts.TopBar.Emotes,Emotki
CoreScripts.TopBar.Inventory,Wyposażenie
CoreScripts.TopBar.Leave,Opuść
CoreScripts.TopBar.Chat,Czat
CoreScripts.TopBar.QuickMenu,Menu podręczne
CoreScripts.TopBar.Menu,Menu
CoreScripts.TopBar.Respawn,Odrodź postać
CoreScripts.TopBar.Back,Wstecz
CoreScripts.TopBar.Screenshot,Zrzut ekranu
Feature.SettingsHub.Label.LoadingFriendsListFailed,Wystąpił błąd. Spróbuj ponownie później.
Feature.SettingsHub.Action.CancelSearch,Anuluj
Feature.SettingsHub.Label.DontLeaveButton,Nie opuszczaj
Feature.SettingsHub.Action.InviteFriend,Zaproś
Feature.SettingsHub.Heading.InviteFriends,Zaproś znajomych
Feature.SettingsHub.Label.Invited,Zaproszono
Feature.SettingsHub.Label.LeaveButton,Opuść
Feature.SettingsHub.Label.Moderated,Poddano moderacji
Feature.SettingsHub.Label.InviteSearchNoResults,Nie znaleziono wyników
Feature.SettingsHub.Label.SearchForFriendsPlaceholder,Wyszukaj znajomych
Feature.SettingsHub.Label.Sending,Wysyłanie
Feature.SettingsHub.Action.InviteFriendsBack,Wstecz
Feature.SettingsHub.Message.InviteToGameTitle,Dołącz do mnie w miejscu {PLACENAME}
Feature.SettingsHub.TouchMovementMode.DPad,Pad kierunkowy
Feature.SettingsHub.Video.Off,Wył.
Feature.SettingsHub.Video.SystemDefault,Domyślne ustawienia systemu
Feature.SettingsHub.Video.VideoCamera,Kamera wideo
Feature.SettingsHub.Default.DynamicThumbstick,Domyślne (drążek dynamiczny)
Feature.SettingsHub.DefaultKeyboard,Domyślne (klawiatura)
Feature.SettingsHub.Heading.Capture,Przechwytywanie
Feature.SettingsHub.Label.CaptureDescription2,Zdjęcia są zapisywane na twoim urządzeniu.
Feature.SettingsHub.Label.ChooseOne,Wybierz jedną opcję
InGame.CommonUI.Title.Warning,Ostrzeżenie
InGame.CommonUI.Title.Error,Błąd
InGame.CommonUI.Button.Retry,Spróbuj ponownie
InGame.CommonUI.Button.Ok,OK
InGame.CommonUI.Title.Alert,Ostrzeżenie
InGame.CommonUI.Label.Default,Domyślne
InGame.CommonUI.Label.Custom,Niestandardowe
InGame.CommonUI.Label.PossiblyCustom,Prawdopodobnie niestandardowe
InGame.CommonUI.Label.CustomOld,Niestandardowe stare
InGame.ConnectionError.DisconnectCloudEditKick,Utracono połączenie z narzędziem Team Create. Połącz się ponownie. 
InGame.ConnectionError.DisconnectWrongVersion,Twoja wersja platformy Roblox może być nieaktualna. Zaktualizuj platformę Roblox i spróbuj ponownie.
InGame.ConnectionError.TeleportFailure,Teleportacja nie powiodła się z powodu nieoczekiwanego błędu. Spróbuj się teleportować ponownie.
InGame.ConnectionError.DisconnectNewSecurityKeyMismatch,Utracono połączenie z powodu błędu.
InGame.ConnectionError.TeleportGameFull,Serwer jest pełny. Spróbuj ponownie później lub użyj innego serwera.
InGame.ConnectionError.DisconnectPlayerless,Podczas próby nawiązania połączenia nastąpiło zamknięcie serwera. Spróbuj ponownie.
InGame.ConnectionError.TeleportGameNotFound,Nie można znaleźć miejsca docelowego. Sprawdź je i spróbuj ponownie.
InGame.ConnectionError.DisconnectErrors,Utracono połączenie z powodu nieznanego błędu. Podłącz się ponownie.
InGame.ConnectionError.DisconnectDuplicateTicket,Utracono połączenie z powodu błędu. Wykryto wiele połączeń z tego samego konta.
InGame.ConnectionError.DisconnectBadhash,Utracono połączenie z powodu błędu.
InGame.ConnectionError.DisconnectSendPacketError,Wystąpił problem z wysyłaniem danych. Połącz się ponownie.
InGame.ConnectionError.DisconnectOnRemoteSysStats,Wyrzucono cię z powodu nieoczekiwanego zachowania klienta.
InGame.ConnectionError.DisconnectTimeout,Przekroczono limit czasu połączenia. Sprawdź połączenie z Internetem i spróbuj ponownie.
InGame.ConnectionError.DisconnectSecurityKeyMismatch,Utracono połączenie z powodu błędu.
InGame.ConnectionError.TeleportErrors,Teleportacja nie powiodła się z powodu nieoczekiwanego błędu. Spróbuj się teleportować ponownie.
InGame.ConnectionError.TeleportGameEnded,Serwer nie jest już dostępny. Spróbuj użyć innego serwera lub ponów próbę później.
InGame.ConnectionError.PlacelaunchFlooded,Serwer jest obecnie zajęty. Spróbuj ponownie.
InGame.ConnectionError.DisconnectProtocolMismatch,Twoja wersja platformy Roblox może być nieaktualna. Zaktualizuj platformę Roblox i spróbuj ponownie.
InGame.ConnectionError.DisconnectRobloxMaintenance,Serwer platformy Roblox został zamknięty z powodu prac konserwacyjnych. Spróbuj ponownie.
InGame.ConnectionError.DisconnectHashTimeout,Przekroczono limit czasu połączenia. Sprawdź połączenie z Internetem i spróbuj ponownie.
InGame.ConnectionError.DisconnectReceivePacketError,Wystąpił problem z pobieraniem danych. Połącz się ponownie.
InGame.ConnectionError.PlacelaunchOtherError,Wystąpiły problemy techniczne. Spróbuj ponownie później.
InGame.ConnectionError.TeleportFlooded,Otrzymano zbyt wiele próśb dotyczących teleportacji. Spróbuj ponownie później.
InGame.ConnectionError.DisconnectIllegalTeleport,Utracono połączenie z powodu nieprawidłowej teleportacji. 
InGame.ConnectionError.DisconnectReceivePacketStreamError,Wystąpił problem z przepływem danych. Połącz się ponownie.
InGame.ConnectionError.PlacelaunchError,"Nie można znaleźć serwera, do którego próbujesz dołączyć. Spróbuj ponownie później."
InGame.ConnectionError.TeleportUnauthorized,Próbowano teleportować się do miejsca o ograniczonym dostępie.
InGame.ConnectionError.Title.JoinError,Błąd dołączania
InGame.ConnectionError.Title.Disconnected,Rozłączono
InGame.ConnectionError.Title.TeleportFailed,Teleportacja nie powiodła się
InGame.ConnectionError.Message.ErrorCode,Kod błędu: {ERROR_CODE}
InGame.ConnectionError.Button.Reconnect,Połącz ponownie
InGame.ConnectionError.DisconnectConnectionLost,Sprawdź połączenie z Internetem i spróbuj ponownie.
InGame.ConnectionError.DisconnectIdle,Rozłączono cię z powodu bezczynności trwającej {RBX_NUM} min
InGame.ConnectionError.UnknownError,Nieznany błąd.
InGame.ConnectionError.ReconnectFailed,Ponowne połączenie nie powiodło się. Spróbuj ponownie.
InGame.EmotesMenu.SelectAnEmote,Wybierz emotkę
InGame.EmotesMenu.NoEmotesEquipped,Nie założono emotek
InGame.EmotesMenu.ErrorMessageNotSupported,Nie możesz używać tu emotek.
InGame.EmotesMenu.ErrorMessageR15Only,Tylko awatary R15 mogą używać emotek.
InGame.EmotesMenu.ErrorMessageNoMatchingEmote,Nie możesz użyć tej emotki.
InGame.EmotesMenu.ErrorMessageTemporarilyUnavailable,W tej chwili nie możesz używać emotek.
InGame.EmotesMenu.VisitShopToGetEmotes,"Nie masz emotek. Odwiedź sklep, aby kupić emotki!"
InGame.EmotesMenu.ErrorMessageSwitchToR15,"Aby odtworzyć emotkę, zmień na awatara R15."
InGame.EmotesMenu.ErrorMessageAnimationPlaying,Nie można odtwarzać emotek w trakcie tego działania.
FriendPlayerPrompt.promptCompletedCallback.UnknownError,Wystąpił błąd podczas wysyłania prośby o nawiązanie znajomości do użytkownika {RBX_NAME}. Spróbuj ponownie później.
FriendPlayerPrompt.DoPromptUnfriendPlayer,Czy chcesz usunąć użytkownika {RBX_NAME} z listy znajomych?
FriendPlayerPrompt.DoPromptRequestFriendPlayer,Czy chcesz wysłać do użytkownika {RBX_NAME} prośbę o nawiązanie znajomości?
FriendPlayerPrompt.promptCompletedCallback.AtFriendLimit,"Nie możesz wysłać prośby o nawiązanie znajomości do użytkownika {RBX_NAME}, ponieważ osiągnął on limit znajomych."
FriendPlayerPrompt.Title.SendFriendRequest,Wysłać prośbę o dodanie do znajomych?
FriendPlayerPrompt.Label.Unfriend,Usuń znajomego
InGame.GameplayPaused.Title,Rozgrywka została wstrzymana
InGame.GameplayPaused.Body,Rozgrywka została wstrzymana: zaczekaj na wczytanie zawartości gry.
InGame.HelpMenu.UpArrow,Strzałka w górę
InGame.HelpMenu.DownArrow,Strzałka w dół
InGame.HelpMenu.LeftArrow,Strzałka w lewo
InGame.HelpMenu.RightArrow,Strzałka w prawo
InGame.HelpMenu.Label.ServerVersion,Wersja serwera:
InGame.HelpMenu.Label.ClientVersion,Wersja klienta:
InGame.HelpMenu.Label.PlayerScripts,Skrypty gracza:
InGame.HelpMenu.Label.PlaceVersion,Wersja miejsca:
InGame.HelpMenu.Leave,Opuść
InGame.HelpMenu.Resume,Wznów
InGame.HelpMenu.Label.ClientCoreScriptVersion,Wersja CoreScript klienta:
InGame.InspectMenu.Description.NoInventoryNotice,"Ten użytkownik nie ma na sobie przedmiotów, które można zbadać."
InGame.InspectMenu.Description.MultipleBundlesNotice,Ten przedmiot wchodzi w skład wielu pakietów.
InGame.InspectMenu.Description.SingleBundleNotice,Ten przedmiot jest częścią pakietu.
InGame.InspectMenu.Action.TakeOff,Zdejmij
InGame.InspectMenu.Action.TryOn,Przymierz
InGame.InspectMenu.Action.Buy,Kup
InGame.InspectMenu.Action.Inspect,Zbadaj
InGame.InspectMenu.Action.View,Wyświetl
InGame.InspectMenu.Label.Owned,Posiadane
InGame.InspectMenu.Label.Offsale,Nie na sprzedaż
InGame.InspectMenu.Label.Limited,Limitowane
InGame.InspectMenu.Label.CurrentlyWearing,Obecnie ubrane
InGame.InspectMenu.Label.By,Autor: {CREATOR}
InGame.InspectMenu.Description.LimitedNotice,Ten przedmiot można kupić wyłącznie w katalogu od odsprzedawców.
InGame.InspectMenu.Label.Avatar,Awatar użytkownika {PLAYER_NAME}
InGame.InspectMenu.Label.NoResellers,Bez odsprzedawców
InGame.InspectMenu.Label.PremiumOnly,Tylko Premium
NotificationScrip2.onCurrentGraphicsQualityLevelChanged.Decreased,Zmniejszono do {RBX_NUMBER}
NotificationScrip2.onCurrentGraphicsQualityLevelChanged.Increased,Zwiększono do {RBX_NUMBER}
NotificationScript2.NewFollower,"Nowy obserwujący, {RBX_NAME}, obserwuje teraz ciebie!"
NotificationScript2.FriendRequestEvent.Accept,Ty i {RBX_NAME} jesteście teraz znajomymi!
NotificationScript2.onPointsRewarded.negative,Utrata {RBX_NUMBER} punktów!
NotificationScript2.onPointsAwarded.single,Otrzymanie {RBX_NUMBER} punktu!
NotificationScript2.onPointsAwarded.multiple,Otrzymanie {RBX_NUMBER} punktów!
NotificationScript2.onBadgeAwardedTitle,Otrzymujesz odznakę
NotificationScript2.onBadgeAwardedDetail,{RBX_NAME} wygrywa nagrodę użytkownika {CREATOR_NAME} – „{BADGE_NAME}”!
NotificationScript2.Screenshot.Title,Wykonano zrzut ekranu
NotificationScript2.Screenshot.Description,"Aby zobaczyć zrzut ekranu, przejdź do folderu ze zrzutami ekranu."
NotificationScript2.Screenshot.ButtonText,Otwórz folder
NotificationScript2.Video.Title,Nagrano film
NotificationScript2.Video.Description,"Aby zobaczyć swoje filmy, przejdź do folderu z filmami."
NotificationScript2.Video.ButtonText,Otwórz folder
NotificationScript2.Capture.Permission.AlertTitle,Włącz uprawnienia zapisu
NotificationScript2.Capture.Permission.AlertText,"Aby korzystać z tej funkcji, należy włączyć uprawnienia do zdjęć. Można to zrobić w ustawieniach urządzenia."
NotificationScript2.Capture.Permission.AlertTextIOS,Wybierz kolejno Ustawienia > Prywatność > Zdjęcia i zezwól platformie Roblox na zapisywanie zrzutów na rolce z aparatu.
NotificationScript2.Capture.Permission.AlertTextAndroid,Wybierz kolejno Ustawienia > Roblox > Uprawnienia i zezwól pamięci na zapisywanie zrzutów w galerii zdjęć.
NotificationScript2.Capture.Permission.AlertButtonText,OK
NotificationScript2.Capture.Success.ToastText,Zapisano zrzut
NotificationScript2.Capture.Fail.ToastText,Nie udało się przechwycić
NotificationScript2.UINavigation.Title,Włączono nawigację po interfejsie użytkownika
NotificationScript2.UINavigation.Text,Przełączanie ukośnikiem wstecznym
NotificationScript2.CameraToggle.Title,Włączono elementy sterujące kamerą
NotificationScript2.CameraToggle.Text,Przełączanie prawym przyciskiem myszy
NotificationScript2.GraphicsQuality.Title,Jakość grafiki
PlayerDropDown.onUnfollowButtonPress.success,Nie obserwujesz już użytkownika {RBX_NAME}.
PlayerDropDown.onFollowButtonPress.success,Obserwujesz użytkownika {RBX_NAME}
PlayerDropDown.CannotSendFriendRequest,Nie można wysłać prośby o dodanie do znajomych
PlayerDropDown.FriendLimit,Osiągnięto limit liczby znajomych.
PlayerDropDown.OtherPlayerFriendLimit,Użytkownik {RBX_NAME} osiągnął limit liczby znajomych.
PlayerDropDown.UnFollow,Przestań obserwować
PlayerDropDown.Follow,Obserwuj
PlayerDropDown.Report,Zgłoś naruszenie
PlayerDropDown.Examine,Zbadaj awatara
PlayerDropDown.Unfriend,Usuń z listy znajomych
PlayerDropDown.FriendRequest,Prośba o dodanie do znajomych
PlayerDropDown.CancelRequest,Anuluj prośbę
PlayerDropDown.Accept,Zaakceptuj
InGame.PlayerList.Leaderboard,Ranking
InGame.Presence.Label.InStudio,W Studio
InGame.Presence.Label.Offline,Offline
InGame.Presence.Label.Online,Online
PurchasePromptScript.PURCHASE_FAILED.CANNOT_GET_BALANCE,Nie można uzyskać w tej chwili salda. Twoje konto nie zostało obciążone. Spróbuj ponownie później.
PurchasePromptScript.ERROR_MSG.MAINTENANCE,Na platformie ROBLOX trwają prace konserwacyjne
PurchasePromptScript.setBuyMoreRobuxDialog.PostBalanceText,Pozostałe ROBUXY ({RBX_NUMBER}) zostaną dodane do twojego salda.
PurchasePromptScript.PURCHASE_FAILED.THIRD_PARTY_DISABLED,Sprzedaż przedmiotów stron trzecich została wyłączona w przypadku tego miejsca. Twoje konto nie zostało obciążone.
PurchasePromptScript.PURCHASE_FAILED.NOT_ENOUGH_TIX,"Ten przedmiot kosztuje więcej biletów, niż w tej chwili masz. Spróbuj wymienić walutę na stronie www.roblox.com, aby uzyskać więcej biletów."
PurchasePromptScript.PURCHASE_FAILED.NOT_FOR_SALE,Ten przedmiot nie jest obecnie na sprzedaż. Twoje konto nie zostało obciążone.
PurchasePromptScript.setPurchaseDataInGui.invalidBC,"W przypadku tego produktu wymagany jest poziom {RBX_NAME1}. Kliknij „Zmień poziom na wyższy”, aby zmienić poziom członkostwa Builders Club na wyższy!"
PurchasePromptScript.PURCHASE_FAILED.LIMITED,Nie ma już żadnych egzemplarzy tego przedmiotu limitowanego. Spróbuj kupić go od innego użytkownika na stronie www.roblox.com. Twoje konto nie zostało obciążone.
PurchasePromptScript.PURCHASE_MSG.PURCHASE,Chcę kupić przedmiot {RBX_NAME2} z kategorii {RBX_NAME1} za
PurchasePromptScript.PURCHASE_FAILED.CANNOT_GET_ITEM_PRICE,Nie można uzyskać w tej chwili ceny przedmiotu. Twoje konto nie zostało obciążone. Spróbuj ponownie później.
PurchasePromptScript.PURCHASE_MSG.FREE,Czy chcesz otrzymać przedmiot {RBX_NAME2} ZA DARMO?
PurchasePromptScript.PURCHASE_FAILED.PROMPT_PURCHASE_ON_GUEST,"Aby kupować przedmioty, musisz utworzyć konto ROBLOX. Odwiedź stronę www.roblox.com, aby uzyskać więcej informacji."
PurchasePromptScript.setBuyMoreRobuxDialog.descriptionText,"Potrzebujesz jeszcze {RBX_NUMBER} ROBUXÓW, aby kupić przedmiot {RBX_NAME2} z kategorii {RBX_NAME1}. Chcesz dokupić ROBUXY?"
PurchasePromptScript.PURCHASE_FAILED.UNDER_13,Nie masz ukończonych 13 lat. Zakup tego przedmiotu jest niedozwolony. Twoje konto nie zostało obciążone.
PurchasePromptScript.PURCHASE_MSG.BALANCE_FUTURE,Saldo po tej transakcji: {RBX_NUMBER}.
PurchasePromptScript.PURCHASE_MSG.BALANCE_NOW,Twoje saldo wynosi: {RBX_NUMBER}.
PurchasePromptScript.ERROR_MSG.FAILED_NO_ITEM_NAME,"Twój zakup się nie powiódł, ponieważ {ERROR_REASON}. Twoje konto nie zostało obciążone. Spróbuj ponownie później."
PurchasePromptScript.PURCHASE_MSG.FAILED,"Zakup przedmiotu {RBX_NAME1} się nie powiódł, ponieważ {RBX_NAME2}. Twoje konto nie zostało obciążone. Spróbuj ponownie później."
PurchasePromptScript.PURCHASE_MSG.SUCCEEDED,Kupiono przedmiot {RBX_NAME1}!
PurchasePromptScript.ERROR_MSG.UNKNOWN,coś poszło nie tak
PurchasePromptScript.ERROR_MSG.INVALID_FUNDS,na tym koncie jest za mało ROBUXÓW
StatsUtil.KBps,{RBX_NUMBER} KB/s
StatsUtil.MB,{RBX_NUMBER} MB
StatsUtil.ms,{RBX_NUMBER} ms
Network,(Sieć)
GameChat_ChatCommandsTeller_SwitchChannelCommand,/c <kanał>: przełączanie kart menu kanałów.
GameChat_ChatCommandsTeller_MeCommand,/me <tekst>: polecenie związane z odgrywaniem ról podczas działań.
GameChat_ChatCommandsTeller_MuteCommand,/mute <mówca>: wyciszenie mówcy.
GameChat_ChatCommandsTeller_UnMuteCommand,/unmute <mówca>: wyłączenie wyciszenia mówcy.
GameChat_ChatCommandsTeller_WhisperCommand,/whisper <mówca> lub /w <mówca>: otwarcie kanału wiadomości prywatnych z mówcą.
Average,Średnio
GameChat_ChatServiceRunner_ChannelDoesNotExist,Kanał {RBX_NAME} nie istnieje.
GameChat_ChatCommandsTeller_AllChannelWelcomeMessage,"Wpisz na czacie „/?” lub „/help”, aby wyświetlić listę poleceń obsługi czatu."
GameChat_SwallowGuestChat_Message,"Utwórz darmowe konto, aby uzyskać dostęp do uprawnień czatu!"
Current,Bieżąca wartość
DisableVoiceKey,Wyłącz czat głosowy
EnableVoiceKey,Włącz czat głosowy
key_142,"Nowy znajomy, {RBX_NAME}"
KEY_DESCRIPTION_OPTIONAL,Opcjonalne
key_145,Otrzymujesz punkty w liczbie {RBX_NUMBER}!
Received,Otrzymano
BACKPACK_SEARCH,Wyszukaj
KEY_DESCRIPTION_SHORT_DECRIPTION_OPTIONAL,Krótki opis (Opcjonalne)
GameChat_MuteSpeaker_SpeakerDoesNotExist,Mówca „{RBX_NAME}” nie istnieje.
GameChat_ChatMain_SpeakerHasBeenBlocked,Mówca „{RBX_NAME}” został zablokowany.
GameChat_ChatMain_SpeakerHasBeenMuted,Mówca „{RBX_NAME}” został wyciszony.
GameChat_ChatMain_SpeakerHasBeenUnBlocked,Mówca „{RBX_NAME}” został odblokowany.
GameChat_ChatMain_SpeakerHasBeenUnMuted,Wyciszenie mówcy „{RBX_NAME}” zostało wyłączone.
GameChat_ChatMain_ChatBarTextTouch,"Dotknij tutaj, aby uczestniczyć w czacie"
Target,Wartość docelowa
GameChat_ChatService_ChatFilterIssues,Z powodu problemów związanych z filtrem czatu wiadomości mogą pojawiać się z opóźnieniem.
GameChat_ChatCommandsTeller_Desc,Oto podstawowe polecenia związane z czatem.
GameChat_TeamChat_WelcomeMessage,Jest to prywatny kanał między tobą a członkami twojego zespołu.
GameChat_ChatMain_ChatBarText,"Aby rozmawiać na czacie, kliknij tutaj lub naciśnij klawisz „/”"
GameChat_ChatChannel_MutedInChannel,Wyciszono cię i nie możesz rozmawiać na tym kanale
GameChat_ChatServiceRunner_YouAreNotInChannel,Nie ma cię na kanale {RBX_NAME}
GameChat_SwitchChannel_NotInChannel,Nie ma cię na kanale: „{RBX_NAME}”
GameChat_TeamChat_NowInTeam,Jesteś teraz w zespole „{RBX_NAME}”.
GameChat_PrivateMessaging_NowChattingWith,Ty i {RBX_NAME} rozmawiacie teraz na czacie prywatnym
GameChat_ChatServiceRunner_YouCannotJoinChannel,Nie możesz dołączyć do kanału {RBX_NAME}
