Key,Value
CoreScripts.TextChat.Emote.Error.R15Only,Only R15 avatars can use Emotes.
CoreScripts.TextChat.Emote.Error.TemporarilyUnavailable,You can't use Emotes right now.
CoreScripts.TextChat.Emote.Error.DoesNotExist,Emote does not exist.
CoreScripts.TextChat.Emote.Error.NotEquipped,You don't have that Emote equipped.
CoreScripts.TextChat.Emote.Error.NotEnabled,You can't use that Emote here.
CoreScripts.TextChat.Help.FirstLine,These are the basic chat commands:
CoreScripts.TextChat.InputBar.Hint.MouseKeyboard,To chat click here or press {KEY} key
CoreScripts.TextChat.InputBar.Hint.PrivacySettingsDisabled,Your chat settings prevent you from sending and receiving messages.
CoreScripts.TextChat.InputBar.Hint.Touch,Tap here to chat
CoreScripts.TextChat.MessageStatus.Warning.Floodchecked,You must wait before sending another message.
CoreScripts.TextChat.MessageStatus.Warning.InvalidChannelPermissions,You cannot talk in this channel.
CoreScripts.TextChat.MessageStatus.Warning.InvalidPrivacySettings,Your chat settings prevent you from sending and receiving messages.
CoreScripts.TextChat.MessageStatus.Warning.MessageTooLong,Your message exceeds the maximum message length.
CoreScripts.TextChat.MessageStatus.Warning.TextFilterFailed,The chat filter is currently experiencing issues and messages may be slow to appear.
CoreScripts.TextChat.MessageStatus.Warning.Unknown,Your message could not be sent.
CoreScripts.TextChat.Mute.Error.CannotMuteSelf,You cannot mute yourself.
CoreScripts.TextChat.Mute.Error.MultipleMatches,The following users have this display name: {RBX_LIST_NAMES}
CoreScripts.TextChat.Mute.Error.TargetDoesNotExist,User '{RBX_NAME}' does not exist.
CoreScripts.TextChat.Mute.Help.Description,/mute <user> : mute a user
CoreScripts.TextChat.Mute.Success,User '{RBX_NAME}' has been muted.
CoreScripts.TextChat.Notification.Friend.Joined,Your connection {RBX_NAME} has joined the experience.
CoreScripts.TextChat.Notification.Team.Joined,You are now on the '{RBX_NAME}' team.
CoreScripts.TextChat.Notification.WhisperChat.Created,You are now privately chatting with {RBX_NAME}.
CoreScripts.TextChat.TeamChat.Error.NotOnTeam,You cannot team chat if you are not on a team.
CoreScripts.TextChat.TeamChat.Help.Description,/team <message> or /t <message> : send a team chat to people on your team
CoreScripts.TextChat.TeamChat.PrefixText,[Team]
CoreScripts.TextChat.Unmute.Help.Description,/unmute <user> : unmute a user
CoreScripts.TextChat.Unmute.Success,User '{RBX_NAME}' has been unmuted.
CoreScripts.TextChat.Version.Success,{RBX_VERSION}
CoreScripts.TextChat.Whisper.Error.CannotChat,You are not able to chat with this person.
CoreScripts.TextChat.Whisper.Help.Description,/whisper <user> or /w <user> : open private message channel with a user
CoreScripts.TextChat.WhisperChat.PrefixText.Incoming,[From {RBX_NAME}]
CoreScripts.TextChat.WhisperChat.PrefixText.Outgoing,[To {RBX_NAME}]
CoreScripts.TopBar.Leaderboard,Leaderboard
CoreScripts.TopBar.Emotes,Emotes
CoreScripts.TopBar.Inventory,Inventory
CoreScripts.TopBar.Leave,Leave
CoreScripts.TopBar.Chat,Chat
CoreScripts.TopBar.QuickMenu,Quick Menu
CoreScripts.TopBar.Menu,Menu
CoreScripts.TopBar.Respawn,Respawn Character
CoreScripts.TopBar.Back,Back
CoreScripts.TopBar.Screenshot,Screenshot
Feature.SettingsHub.Label.LoadingFriendsListFailed,"An error occurred, please try again later."
Feature.SettingsHub.Action.CancelSearch,Cancel
Feature.SettingsHub.Label.DontLeaveButton,Don't Leave
Feature.SettingsHub.Action.InviteFriend,Invite
Feature.SettingsHub.Heading.InviteFriends,Invite Friends
Feature.SettingsHub.Label.Invited,Invited
Feature.SettingsHub.Label.LeaveButton,Leave
Feature.SettingsHub.Label.Moderated,Moderated
Feature.SettingsHub.Label.InviteSearchNoResults,No results found
Feature.SettingsHub.Label.SearchForFriendsPlaceholder,Search for Connections
Feature.SettingsHub.Label.Sending,Sending
Feature.SettingsHub.Action.InviteFriendsBack,Back
Feature.SettingsHub.Message.InviteToGameTitle,Come join me in {PLACENAME}
Feature.SettingsHub.TouchMovementMode.DPad,DPad
Feature.SettingsHub.Video.Off,Off
Feature.SettingsHub.Video.SystemDefault,System Default
Feature.SettingsHub.Video.VideoCamera,Video Camera
Feature.SettingsHub.Default.DynamicThumbstick,Default (Dynamic Thumbstick)
Feature.SettingsHub.DefaultKeyboard,Default (Keyboard)
Feature.SettingsHub.Heading.Capture,Capture
Feature.SettingsHub.Label.CaptureDescription2,Photos taken are saved to your device.
Feature.SettingsHub.Label.ChooseOne,Choose One
InGame.CommonUI.Title.Warning,Warning
InGame.CommonUI.Title.Error,Error
InGame.CommonUI.Button.Retry,Retry
InGame.CommonUI.Button.Ok,Ok
InGame.CommonUI.Title.Alert,Alert
InGame.CommonUI.Label.Default,Default
InGame.CommonUI.Label.Custom,Custom
InGame.CommonUI.Label.PossiblyCustom,Possibly Custom
InGame.CommonUI.Label.CustomOld,Custom Old
InGame.ConnectionError.DisconnectCloudEditKick,Lost connection to Team Create. Please reconnect. 
InGame.ConnectionError.DisconnectWrongVersion,Your version of Roblox may be out of date.  Please update Roblox and try again.
InGame.ConnectionError.TeleportFailure,Teleport failed due to an unexpected error. Please try teleporting again.
InGame.ConnectionError.DisconnectNewSecurityKeyMismatch,Lost connection due to an error.
InGame.ConnectionError.TeleportGameFull,Server is full. Please try again later or use another server.
InGame.ConnectionError.DisconnectPlayerless,Server was shutting down as you tried to connect.  Please try again.
InGame.ConnectionError.TeleportGameNotFound,Cannot find the destination place. Please double check and try again.
InGame.ConnectionError.DisconnectErrors,Lost connection due to an unknown error. Please reconnect.
InGame.ConnectionError.DisconnectDuplicateTicket,Lost connection due to an error. Multiple connections detected from same account.
InGame.ConnectionError.DisconnectBadhash,Lost connection due to an error.
InGame.ConnectionError.DisconnectSendPacketError,"There was a problem sending data, please reconnect."
InGame.ConnectionError.DisconnectOnRemoteSysStats,You have been kicked due to unexpected client behavior.
InGame.ConnectionError.DisconnectTimeout,Your connection timed out.  Check your internet connection and try again.
InGame.ConnectionError.DisconnectSecurityKeyMismatch,Lost connection due to an error.
InGame.ConnectionError.TeleportErrors,Teleport failed due to an unexpected error. Please try teleporting again.
InGame.ConnectionError.TeleportGameEnded,Server is no longer available. Please try a different one or attempt later.
InGame.ConnectionError.PlacelaunchFlooded,The server is currently busy.  Please try again.
InGame.ConnectionError.DisconnectProtocolMismatch,Your version of Roblox may be out of date.  Please update Roblox and try again.
InGame.ConnectionError.DisconnectRobloxMaintenance,Roblox has shut down the server for maintenance. Please try again.
InGame.ConnectionError.DisconnectHashTimeout,Your connection timed out.  Check your internet connection and try again.
InGame.ConnectionError.DisconnectReceivePacketError,"There was a problem receiving data, please reconnect."
InGame.ConnectionError.PlacelaunchOtherError,We are experiencing technical difficulties. Please try again later.
InGame.ConnectionError.TeleportFlooded,Too many teleport requests. Please try again later.
InGame.ConnectionError.DisconnectIllegalTeleport,Lost connection due to an invalid teleport. 
InGame.ConnectionError.DisconnectReceivePacketStreamError,"There was a problem streaming data, please reconnect."
InGame.ConnectionError.PlacelaunchError,Unable to find the server you are attempting to join. Please try again later.
InGame.ConnectionError.TeleportUnauthorized,Attempted to teleport to a place that is restricted.
InGame.ConnectionError.Title.JoinError,Join Error
InGame.ConnectionError.Title.Disconnected,Disconnected
InGame.ConnectionError.Title.TeleportFailed,Teleport Failed
InGame.ConnectionError.Message.ErrorCode,Error Code: {ERROR_CODE}
InGame.ConnectionError.Button.Reconnect,Reconnect
InGame.ConnectionError.DisconnectConnectionLost,Please check your internet connection and try again.
InGame.ConnectionError.DisconnectIdle,You were disconnected for being idle {RBX_NUM} minutes
InGame.ConnectionError.UnknownError,Unknown error.
InGame.ConnectionError.ReconnectFailed,Reconnect was unsuccessful. Please try again.
InGame.EmotesMenu.SelectAnEmote,Select an Emote
InGame.EmotesMenu.NoEmotesEquipped,No Emotes equipped
InGame.EmotesMenu.ErrorMessageNotSupported,You can't use Emotes here.
InGame.EmotesMenu.ErrorMessageR15Only,Only R15 avatars can use Emotes.
InGame.EmotesMenu.ErrorMessageNoMatchingEmote,You can't use that Emote.
InGame.EmotesMenu.ErrorMessageTemporarilyUnavailable,You can't use Emotes right now.
InGame.EmotesMenu.VisitShopToGetEmotes,You don't have emotes. Visit Shop to get emotes!
InGame.EmotesMenu.ErrorMessageSwitchToR15,Switch to your R15 avatar to play Emote.
InGame.EmotesMenu.ErrorMessageAnimationPlaying,You cannot play Emotes during this action.
FriendPlayerPrompt.promptCompletedCallback.UnknownError,An error occurred while sending {RBX_NAME} a Connection request. Please try again later.
FriendPlayerPrompt.DoPromptUnfriendPlayer,Would you like to remove {RBX_NAME} from your Connections list?
FriendPlayerPrompt.DoPromptRequestFriendPlayer,Would you like to send {RBX_NAME} a Connection Request?
FriendPlayerPrompt.promptCompletedCallback.AtFriendLimit,You can not send a Connection request to {RBX_NAME} because they are at the max Connection limit.
FriendPlayerPrompt.Title.SendFriendRequest,Send Friend Request?
FriendPlayerPrompt.Label.Unfriend,Remove Connection
InGame.GameplayPaused.Title,Gameplay Paused
InGame.GameplayPaused.Body,Gameplay has been paused: please wait while the game content loads.
InGame.HelpMenu.UpArrow,Up Arrow
InGame.HelpMenu.DownArrow,Down Arrow
InGame.HelpMenu.LeftArrow,Left Arrow
InGame.HelpMenu.RightArrow,Right Arrow
InGame.HelpMenu.Label.ServerVersion,Server Version:
InGame.HelpMenu.Label.ClientVersion,Client Version:
InGame.HelpMenu.Label.PlayerScripts,PlayerScripts:
InGame.HelpMenu.Label.PlaceVersion,Place Version:
InGame.HelpMenu.Leave,Leave
InGame.HelpMenu.Resume,Resume
InGame.HelpMenu.Label.ClientCoreScriptVersion,Client CoreScript Version:
InGame.InspectMenu.Description.NoInventoryNotice,This user isn't wearing any items you can inspect.
InGame.InspectMenu.Description.MultipleBundlesNotice,This item is part of multiple bundles.
InGame.InspectMenu.Description.SingleBundleNotice,This item is part of a bundle.
InGame.InspectMenu.Action.TakeOff,Take Off
InGame.InspectMenu.Action.TryOn,Try On
InGame.InspectMenu.Action.Buy,Buy
InGame.InspectMenu.Action.Inspect,Inspect
InGame.InspectMenu.Action.View,View
InGame.InspectMenu.Label.Owned,Owned
InGame.InspectMenu.Label.Offsale,Offsale
InGame.InspectMenu.Label.Limited,Limited
InGame.InspectMenu.Label.CurrentlyWearing,Currently Wearing
InGame.InspectMenu.Label.By,By {CREATOR}
InGame.InspectMenu.Description.LimitedNotice,This item can only be purchased from resellers in the Catalog.
InGame.InspectMenu.Label.Avatar,{PLAYER_NAME}'s Avatar
InGame.InspectMenu.Label.NoResellers,No Resellers
InGame.InspectMenu.Label.PremiumOnly,Premium Only
NotificationScrip2.onCurrentGraphicsQualityLevelChanged.Decreased,Decreased to {RBX_NUMBER}
NotificationScrip2.onCurrentGraphicsQualityLevelChanged.Increased,Increased to {RBX_NUMBER}
NotificationScript2.NewFollower,New Follower {RBX_NAME} is now following you!
NotificationScript2.FriendRequestEvent.Accept,You are now friends with {RBX_NAME}!
NotificationScript2.onPointsRewarded.negative,You lost {RBX_NUMBER} points!
NotificationScript2.onPointsAwarded.single,You received {RBX_NUMBER} point!
NotificationScript2.onPointsAwarded.multiple,You received {RBX_NUMBER} points!
NotificationScript2.onBadgeAwardedTitle,Badge Awarded
NotificationScript2.onBadgeAwardedDetail,"{RBX_NAME} won {CREATOR_NAME}'s ""{BADGE_NAME}"" award!"
NotificationScript2.Screenshot.Title,Screenshot Taken
NotificationScript2.Screenshot.Description,Check out your screenshots folder to see it.
NotificationScript2.Screenshot.ButtonText,Open Folder
NotificationScript2.Video.Title,Video Recorded
NotificationScript2.Video.Description,Check out your videos folder to see it.
NotificationScript2.Video.ButtonText,Open Folder
NotificationScript2.Capture.Permission.AlertTitle,Enable Save Permissions
NotificationScript2.Capture.Permission.AlertText,You need to enable photo permissions in order to use this feature. This can be changed in your device’s settings.
NotificationScript2.Capture.Permission.AlertTextIOS,"Go to Settings > Privacy > Photos, and enable Roblox to save captures to your camera roll."
NotificationScript2.Capture.Permission.AlertTextAndroid,"Go to Settings > Roblox > Permissions, and enable Storage to save captures to your photo library."
NotificationScript2.Capture.Permission.AlertButtonText,OK
NotificationScript2.Capture.Success.ToastText,Capture Saved
NotificationScript2.Capture.Fail.ToastText,Capture Failed
NotificationScript2.UINavigation.Title,UI Navigation Enabled
NotificationScript2.UINavigation.Text,Backslash to toggle
NotificationScript2.CameraToggle.Title,Camera Control Enabled
NotificationScript2.CameraToggle.Text,Right mouse button to toggle
NotificationScript2.GraphicsQuality.Title,Graphics Quality
PlayerDropDown.onUnfollowButtonPress.success,No longer following {RBX_NAME}.
PlayerDropDown.onFollowButtonPress.success,now following {RBX_NAME}
PlayerDropDown.CannotSendFriendRequest,Cannot send friend request
PlayerDropDown.FriendLimit,You are at the max friends limit.
PlayerDropDown.OtherPlayerFriendLimit,{RBX_NAME} is at the max friends limit.
PlayerDropDown.UnFollow,Unfollow
PlayerDropDown.Follow,Follow
PlayerDropDown.Report,Report Abuse
PlayerDropDown.Examine,Examine Avatar
PlayerDropDown.Unfriend,Unfriend
PlayerDropDown.FriendRequest,Friend Request
PlayerDropDown.CancelRequest,Cancel Request
PlayerDropDown.Accept,Accept
InGame.PlayerList.Leaderboard,Leaderboard
InGame.Presence.Label.InStudio,In Studio
InGame.Presence.Label.Offline,Offline
InGame.Presence.Label.Online,Online
PurchasePromptScript.PURCHASE_FAILED.CANNOT_GET_BALANCE,Cannot retrieve your balance at this time. Your account has not been charged. Please try again later.
PurchasePromptScript.ERROR_MSG.MAINTENANCE,ROBLOX is performing maintenance
PurchasePromptScript.setBuyMoreRobuxDialog.PostBalanceText,The remaining {RBX_NUMBER} ROBUX will be credited to your balance.
PurchasePromptScript.PURCHASE_FAILED.THIRD_PARTY_DISABLED,Third-party item sales have been disabled for this place. Your account has not been charged.
PurchasePromptScript.PURCHASE_FAILED.NOT_ENOUGH_TIX,This item cost more tickets than you currently have. Try trading currency on www.roblox.com to get more tickets.
PurchasePromptScript.PURCHASE_FAILED.NOT_FOR_SALE,This item is not currently for sale. Your account has not been charged.
PurchasePromptScript.setPurchaseDataInGui.invalidBC,This item requires {RBX_NAME1}. Click 'Upgrade' to upgrade your Builders Club!
PurchasePromptScript.PURCHASE_FAILED.LIMITED,This limited item has no more copies. Try buying from another user on www.roblox.com. Your account has not been charged.
PurchasePromptScript.PURCHASE_MSG.PURCHASE,Want to buy the {RBX_NAME1} {RBX_NAME2} for
PurchasePromptScript.PURCHASE_FAILED.CANNOT_GET_ITEM_PRICE,We couldn't retrieve the price of the item at this time. Your account has not been charged. Please try again later.
PurchasePromptScript.PURCHASE_MSG.FREE,Would you like to take {RBX_NAME2} for FREE?
PurchasePromptScript.PURCHASE_FAILED.PROMPT_PURCHASE_ON_GUEST,"You need to create a ROBLOX account to buy items, visit www.roblox.com for more info."
PurchasePromptScript.setBuyMoreRobuxDialog.descriptionText,You need {RBX_NUMBER} more ROBUX to buy the {RBX_NAME1} {RBX_NAME2}. Would you like to buy more ROBUX?
PurchasePromptScript.PURCHASE_FAILED.UNDER_13,Your account is under 13. Purchase of this item is not allowed. Your account has not been charged.
PurchasePromptScript.PURCHASE_MSG.BALANCE_FUTURE,Your balance after this transaction will be {RBX_NUMBER}.
PurchasePromptScript.PURCHASE_MSG.BALANCE_NOW,Your balance is now {RBX_NUMBER}.
PurchasePromptScript.ERROR_MSG.FAILED_NO_ITEM_NAME,Your purchase failed because {ERROR_REASON}. Your account has not been charged. Please try again later.
PurchasePromptScript.PURCHASE_MSG.FAILED,Your purchase of {RBX_NAME1} failed because {RBX_NAME2}. Your account has not been charged. Please try again later.
PurchasePromptScript.PURCHASE_MSG.SUCCEEDED,Your purchase of {RBX_NAME1} succeeded!
PurchasePromptScript.ERROR_MSG.UNKNOWN,something went wrong
PurchasePromptScript.ERROR_MSG.INVALID_FUNDS,your account does not have enough ROBUX
StatsUtil.KBps,{RBX_NUMBER} KB/s
StatsUtil.MB,{RBX_NUMBER} MB
StatsUtil.ms,{RBX_NUMBER} ms
Network,(Network)
GameChat_ChatCommandsTeller_SwitchChannelCommand,/c <channel> : switch channel menu tabs.
GameChat_ChatCommandsTeller_MeCommand,/me <text> : roleplaying command for doing actions.
GameChat_ChatCommandsTeller_MuteCommand,/mute <speaker> : mute a speaker.
GameChat_ChatCommandsTeller_UnMuteCommand,/unmute <speaker> : unmute a speaker.
GameChat_ChatCommandsTeller_WhisperCommand,/whisper <speaker> or /w <speaker> : open private message channel with speaker.
Average,Average
GameChat_ChatServiceRunner_ChannelDoesNotExist,Channel {RBX_NAME} does not exist.
GameChat_ChatCommandsTeller_AllChannelWelcomeMessage,Chat '/?' or '/help' for a list of chat commands.
GameChat_SwallowGuestChat_Message,Create a free account to get access to chat permissions!
Current,Current
DisableVoiceKey,Disable Voice Chat
EnableVoiceKey,Enable Voice Chat
key_142,New Friend {RBX_NAME}
KEY_DESCRIPTION_OPTIONAL,Optional
key_145,Points Awarded You received {RBX_NUMBER} points!
Received,Received
BACKPACK_SEARCH,Search
KEY_DESCRIPTION_SHORT_DECRIPTION_OPTIONAL,Short Description (Optional)
GameChat_MuteSpeaker_SpeakerDoesNotExist,Speaker '{RBX_NAME}' does not exist.
GameChat_ChatMain_SpeakerHasBeenBlocked,Speaker '{RBX_NAME}' has been blocked.
GameChat_ChatMain_SpeakerHasBeenMuted,Speaker '{RBX_NAME}' has been muted.
GameChat_ChatMain_SpeakerHasBeenUnBlocked,Speaker '{RBX_NAME}' has been unblocked.
GameChat_ChatMain_SpeakerHasBeenUnMuted,Speaker '{RBX_NAME}' has been unmuted.
GameChat_ChatMain_ChatBarTextTouch,Tap here to chat
Target,Target
GameChat_ChatService_ChatFilterIssues,The chat filter is currently experiencing issues and messages may be slow to appear.
GameChat_ChatCommandsTeller_Desc,These are the basic chat commands.
GameChat_TeamChat_WelcomeMessage,This is a private channel between you and your team members.
GameChat_ChatMain_ChatBarText,"To chat click here or press ""/"" key"
GameChat_ChatChannel_MutedInChannel,You are muted and cannot talk in this channel
GameChat_ChatServiceRunner_YouAreNotInChannel,You are not in channel {RBX_NAME}
GameChat_SwitchChannel_NotInChannel,You are not in channel: '{RBX_NAME}'
GameChat_TeamChat_NowInTeam,You are now on the '{RBX_NAME}' team.
GameChat_PrivateMessaging_NowChattingWith,You are now privately chatting with {RBX_NAME}
GameChat_ChatServiceRunner_YouCannotJoinChannel,You cannot join channel {RBX_NAME}
GameChat_ChatServiceRunner_YouCannotLeaveChannel,You cannot leave channel {RBX_NAME}
GameChat_ChatService_CannotLeaveChannel,You cannot leave this channel.
GameChat_DoMuteCommand_CannotMuteSelf,You cannot mute yourself.
GameChat_TeamChat_CannotTeamChatIfNotInTeam,You cannot team chat if you are not on a team!
GameChat_PrivateMessaging_CannotWhisperToSelf,You cannot whisper to yourself.
GameChat_ChatService_YouHaveLeftChannel,You have left channel '{RBX_NAME}'
GameChat_ChatFloodDetector_Message,You must wait before sending another message!
GameChat_ChatFloodDetector_MessageDisplaySeconds,You must wait {RBX_NUMBER} seconds before sending another message!
KEY_PLAYER_IDLE_DISCONNECT,You were disconnected for being idle {RBX_NUMBER} minutes
GameChat_ChatMessageValidator_SettingsError,Your chat settings prevent you from sending messages.
GameChat_ChatMessageValidator_WhitespaceError,Your message contains whitespace that is not allowed.
GameChat_ChatMessageValidator_MaxLengthError,Your message exceeds the maximum message length.
GameChat_SwitchChannel_NowInChannel,You are now chatting in channel: '{RBX_NAME}'
Sent,Sent
Corescripts.AvatarContextMenu.PlayerBlocked,Person Blocked
CoreScripts.AvatarEditorPrompts.GameNamePlaceHolder,Unknown Experience Name
CoreScripts.TopBar.GameNamePlaceHolder,Experience
Feature.SettingsHub.Label.LeaveGame,Are you sure you want to leave the experience?
Feature.SettingsHub.Label.GameInviteError,Experience invite could not be sent. Please try again later.
Feature.SettingsHub.Label.ModeratedInviteError,Experience invite was moderated and not sent.
Feature.SettingsHub.Action.InviteFriendsToPlay,Invite friends
Feature.SettingsHub.Label.CaptureDescription,Capture your experiences. Photos taken are saved to your device.
Feature.SettingsHub.Label.CaptureDescription1,Capture your experiences.
Feature.SettingsHub.Label.WhichPlayer,Which Person?
InGame.ConnectionError.DisconnectDuplicatePlayer,Same account launched experience from different device. Leave the experience on the other device and try again.
InGame.ConnectionError.PlacelaunchUserLeft,The user you attempted to join has left the experience.
InGame.ConnectionError.PlacelaunchHashExpired,This experience is currently unavailable. Please try again later.
InGame.ConnectionError.PlacelaunchUnauthorized,You do not have permission to join this experience.
InGame.ConnectionError.PlacelaunchDisabled,The destination place is restricted. Please try a different place or retry later.
InGame.ConnectionError.DisconnectRejoin,Same account launched experience from different device. Reconnect if you prefer to use this device.
InGame.ConnectionError.DisconnectDevMaintenance,The experience's developer has temporarily shut down the experience server.  Please try again.
InGame.ConnectionError.DisconnectEvicted,Same account launched experience from different device. Reconnect if you prefer to use this device.
InGame.ConnectionError.PlacelaunchPartyCannotFit,Your party is too large to join this experience. Try joining a different experience.
InGame.ConnectionError.PlacelaunchRestricted,The status of the experience has changed and you no longer have access.  Please try again later.
InGame.ConnectionError.PlacelaunchErrors,An error occured while joining the experience.  Please try again.
InGame.ConnectionError.DisconnectLuaKick,You have been kicked by this experience or its moderators.
InGame.ConnectionError.PlacelaunchHashException,This experience is currently unavailable. Please try again later.
InGame.ConnectionError.DisconnectLuaKickWithMessage,You have been kicked by this experience or its moderators. Moderation message:  {RBX_STR}
InGame.EmotesMenu.EmotesDisabled,Emotes are disabled in this experience.
FriendPlayerPrompt.Title.UnfriendPlayer,Remove Connection?
InGame.PlayerList.Players,People
InGame.Presence.Label.InGame,In Experience
PurchasePromptScript.ERROR_MSG.PURCHASE_DISABLED,In-experience purchases are temporarily disabled
GameChat_ChatCommandsTeller_TeamCommand,/team <message> or /t <message> : send a team chat to people on your team.
GameChat_ChatServiceRunner_SystemChannelWelcomeMessage,This channel is for system and experience notifications.
GameChat_GetVersion_Message,This experience is running chat version [{RBX_NUMBER}.{RBX_NUMBER}].
GameChat_PrivateMessaging_CannotChat,You are not able to chat with this person.
GameChat_FriendChatNotifier_JoinMessage,Your connection {RBX_NAME} has joined the experience.
Authentication.Login.WeChat.AntiAddictionText,"Boycott bad experiences, refuse pirated experiences. Be aware of self-defense and being deceived. Visiting experiences is good for your brain, but too much experience visit can harm your health. Manage your time well and enjoy a healthy lifestyle."
Authentication.Login.Label.WeChatAntiAddictionText,"Boycott bad experiences, refuse pirated experiences. Be aware of self-defense and being deceived. Visiting experiences is good for your brain, but too much experience visit can harm your health. Manage your time well and enjoy a healthy lifestyle."
Feature.SettingsHub.Label.NoFriendsScreen,Make friends so you can invite them to join you!
Feature.SettingsHub.Label.RecentPlayed,Recently Visited
InGame.HelpMenu.ConfirmLeaveGame,Are you sure you want to leave the experience?
PlayerDropDown.UnBlock,Unblock
PlayerDropDown.Block,Block
Feature.Screentime.Description.HeartbeatConsecutiveFailure,Internal Error. Please try login again.
Feature.SettingsHub.TouchMovementMode.ClassicThumbstick,Classic Thumbstick
Feature.SettingsHub.Action.Unblock,Unblock
Feature.SettingsHub.Action.Block,Block
Feature.SettingsHub.Heading.BlockUser,Block {DisplayName}
Feature.SettingsHub.Action.Cancel,Cancel
Feature.SettingsHub.Message.BlockConfirmation,You and {DISPLAY_NAME} (@{RBX_NAME}) will no longer be able to communicate with each other.
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptTitle,Delete Avatar Character
Feature.SettingsHub.Heading.Report.ThanksForReport,Thanks for your report!
Feature.SettingsHub.Label.Report.ReceivedReportBody,We’ve received your report and will take action soon if needed. Your feedback helps keep our community safe.
