Key,Value
Amp.IDVUpsell.Directions.IDHeader,कोई मान्य ID तैयार करें
Amp.IDVUpsell.Directions.PhoneBody,"जारी रखने के लिए, आपको स्मार्टफ़ोन चाहिए"
Amp.IDVUpsell.Directions.PhoneHeader,स्मार्टफ़ोन इस्तेमाल करें
Amp.IDVUpsell.Modal.Disclaimer,"ध्यान दें: आपका ID वेरिफ़िकेशन प्रॉसेस हमारे थर्ड-पार्टी सर्विस प्रोवाइडर के साथ शुरू होने वाला है. इस प्रॉसेस से इकट्ठा की गई जानकारी का इस्तेमाल, आपके अकाउंट की सुरक्षा और/या Roblox फ़ीचर्स को चालू करने के लिए किया जाएगा."
Amp.IDVUpsell.Modal.PrivacyLinkText,Roblox बॉयोमीट्रिक प्राइवेसी नोटिस
Amp.IDVUpsell.Modal.QRHeaderText,"शुरू करने के लिए, QR कोड स्कैन करें"
Amp.IDVUpsell.Modal.Title,उम्र का वेरिफ़िकेशन ज़रूरी है
Amp.IDVUpsell.PrivacyPageHeader,प्राइवेसी पॉलिसी
Amp.Upsell.Action.AskNow,अभी पूछें
Amp.Upsell.Description.PrologueEnablePurchase,"क्षेत्रीय नियमों के कारण, आपको यह खरीदारी करने के लिए पेरेंट की परमिशन चाहिए."
Amp.Upsell.Description.PrologueJoinExperience,"इस एक्सपीरियंस को जॉइन करने के लिए, आपको पेरेंट की परमिशन चाहिए."
Amp.Upsell.Description.PrologueTextVpc,आपको पेरेंट की परमिशन चाहिए.
Amp.Upsell.Description.PrologueUnblockUser,"{displayName} को अनब्लॉक करने के लिए, आपको पेरेंट परमिशन चाहिए"
Amp.Upsell.Message.EmailSent,हमने {parentEmail} पर ईमेल भेजा है
Amp.Upsell.Message.EmailSentPluralParent,हमने आपके पेरेंट के अकाउंट पर ईमेल भेजा है
Amp.Upsell.Title.AskYourParent,अपने पेरेंट से पूछें
Amp.Upsell.Title.RequestSent,रिक्वेस्ट भेजी गई
Application.Logout.Action.Logout,लॉग आउट करें
Application.Logout.Message.Confirmation,वाकई लॉग आउट करना है?
Authentication.AccountSwitch.Action.SwitchAccount,अकाउंट बदलें
Authentication.AccountSwitch.Header.SwitchAccountSentenceCase,
Authentication.CrossDevice.Heading.QuickLogin,क्विक साइन-इन
Authentication.Login.Action.QuickSignIn,क्विक साइन-इन करें
Authentication.Login.Button.CloseAndSwitchPlatformAccount,{platformAccountName} के अकाउंट पर स्विच करने के लिए Roblox से बाहर निकलें
Authentication.Login.Button.UseDifferentRobloxAccount,किसी दूसरे Roblox अकाउंट का इस्तेमाल करें
Authentication.Login.Error.PasskeyOnlyAccount,"आपके अकाउंट में साइन-इन करने के लिए सिर्फ़ पास-की सेटअप है. अपने अकाउंट को वापस पाने के लिए, अपनी पास-की से साइन-इन करके देखें."
Authentication.Login.Error.PlatformAccountConnectionFailure,प्लैटफ़ॉर्म अकाउंट वेरिफ़ाई नहीं किया जा सका. बाद में फिर से कोशिश करें.
Authentication.Login.Heading.IncompatibleAccounts,अकाउंट कंपैटिबल नहीं हैं
Authentication.Login.Label.LearnMore,ज़्यादा जानें
Authentication.Login.LinkIllegalChildAccountLinking,इस Roblox अकाउंट को Xbox चाइल्ड अकाउंट से लिंक नहीं किया जा सका. कृपया कोई दूसरे अकाउंट से कोशिश करें या अपनी सेटिंग चेक करें.
Authentication.Login.Response.AlreadyLinked,इस Roblox अकाउंट को पहले से ही {platform} पर किसी दूसरे अकाउंट से लिंक किया गया है. किसी दूसरे Roblox अकाउंट से लॉग इन करने की कोशिश करें.
Authentication.Login.Response.IncorrectEmailOrPassword,ईमेल या पासवर्ड गलत है.
Authentication.Login.Response.IncorrectOtpCode,"आपका कोड गलत है. दोबारा चेक करके, फिर से कोशिश करें."
Authentication.Login.Response.IncorrectPhoneOrPassword,फ़ोन नंबर या पासवर्ड गलत है.
Authentication.Login.Response.IncorrectUsernamePassword,यूज़रनेम या पासवर्ड गलत है.
Authentication.Login.Response.InvalidPasskeyCredential,"इस पास-की से साइन-इन नहीं किया जा सका. ऐक्सेस फिर से पाने के लिए, ""पासवर्ड या यूज़रनेम याद नहीं है"" पर जाएँ."
Authentication.Login.Response.MoreThanOneUsername,आपका ईमेल एक से ज़्यादा यूज़रनेम से जुड़ा हुआ है. अपने यूज़रनेम से लॉग इन करें.
Authentication.Login.Response.PlatformAlreadyLinked,यह {platform} अकाउंट पहले से ही किसी दूसरे Roblox अकाउंट से जुड़ा है. कृपया उस Roblox अकाउंट से लॉग इन करें.
Authentication.Login.Response.RelinkingFreeze,"इस Roblox अकाउंट को पिछले 90 दिनों में, {platform} पर किसी दूसरे अकाउंट से लिंक किया गया है. किसी दूसरे Roblox अकाउंट से लॉग इन करने की कोशिश करें."
Authentication.Login.Response.Require2FA,कंसोल पर 2-स्टेप वेरिफ़िकेशन सपोर्टेड नहीं है. सुरक्षित रूप से लॉग इन करने के लिए दाईं ओर दिए गए निर्देश फ़ॉलो करें.
Authentication.Login.Response.Require2FAGeneric,डिवाइस पर अतिरिक्त ज़रूरी वेरिफ़िकेशन नहीं किया जा सकता. सुरक्षित रूप से लॉग-इन करने के लिए दाईं ओर दिए गए निर्देशों का पालन करें.
Authentication.Login.Response.ServiceUnavailable,सेवा उपलब्ध नहीं है. बाद में कोशिश करें.
Authentication.Login.Response.SomethingWentWrong,कुछ गड़बड़ हुई. बाद में कोशिश करें.
Authentication.Login.Response.UnknownErrorLoginWithDifferentMethod,कुछ गड़बड़ी हुई. दूसरे तरीके से साइन-इन करें.
Authentication.Login.Response.UnverifiedEmailLoginWithUsername,आपके ईमेल को वेरिफ़ाई नहीं किया गया है. अपने यूज़रनेम से लॉग इन करें.
Authentication.Login.WeChat.AntiAddictionText,"बुरे एक्सपीरिएंस से बचें. पायरेटेड का इस्तेमाल न करें. खुद को सुरक्षित रखने और धोखाधड़ी से बचने के लिए सतर्क रहें. नए एक्सपीरिएंस की खोज करना, आपके दिमाग के लिए अच्छा है, लेकिन बहुत ज़्यादा आपके स्वास्थ्य को नुकसान पहुँचा सकता है. अपना समय अच्छी तरह से मैनेज करें और स्वस्थ रहें."
Authentication.SignUp.Button.RetryLogIn,फिर से लॉग इन करने की कोशिश करें
Authentication.SignUp.Description.AccountAlreadyLinked,{platformAccountName} पर मौजूद आपका अकाउंट पहले से ही Roblox अकाउंट से लिंक किया हुआ है. दोबारा लॉग इन करने की कोशिश करें.
Authentication.SignUp.Description.VerificationLinkingText.VariableButtonName,"आपका Roblox अकाउंट, {platform} पर आपके अकाउंट से लिंक हो जाएगा. कभी भी सेटिंग स्क्रीन से अनलिंक किया जा सकता है. {platform} पर किसी दूसरे अकाउंट से लिंक करने से पहले कुछ इंतज़ार करना पड़ सकता है. {ctaButton} पर क्लिक करने का मतलब है कि आप आर्बिट्रेशन क्लॉज़ सहित उपयोग की शर्तों से सहमत हैं और आपने प्राइवेसी पॉलिसी को स्वीकार किया है."
Authentication.SignUp.Heading.CountryCodeSelector,देश चुनें
Authentication.SignUp.Heading.RetryLogIn,
Authentication.SignUp.Response.ErrorTryAgain,"कुछ गड़बड़ी हुई. बाद में, फिर से कोशिश करें."
Authentication.TwoStepVerification.Action.GoToSecurity,सेटिंग्स
Authentication.TwoStepVerification.Label.TwoStepRequired,"आगे के ट्रांज़ैक्शन के लिए, 2-स्टेप वेरिफ़िकेशन ज़रूरी है. 2-स्टेप वेरिफ़िकेशन के लिए सेटिंग्स > सिक्योरिटी पर जाएँ."
Authentication.TwoStepVerification.Response.TooManyAttempts,"बहुत कोशिशें हो चुकी हैं. बाद में, फिर से कोशिश करें."
Authentication.TwoStepVerification.Title.VerificationRequired,वेरिफ़िकेशन ज़रूरी है
AvatarGeneration.SelfieConsent.AgreeButton,सहमत
AvatarGeneration.SelfieConsent.BodyTextLink,"इमेज अपलोड करके, आपने पुष्टि की है कि आपके पास उसे इस्तेमाल करने का अधिकार है और आपने Roblox को उसकी Gen AI रेंडरिंग को इकट्ठा करने, उसका इस्तेमाल करने और उसे क्रिएटर्स के साथ अवतार बनाने के लिए शेयर करने की सहमति दी है."
AvatarGeneration.SelfieConsent.CancelButton,
AvatarGeneration.SelfieConsent.PrivacyLinkText,
AvatarGeneration.SelfieConsent.QRBody,{fontStart}QR कोड को स्कैन करने और सेल्फ़ी लेने के लिए अपना फ़ोन इस्तेमाल करें.{fontEnd}
AvatarGeneration.SelfieConsent.QRErrorBody,"{fontStart}नया QR कोड पाने के लिए, गेम या एक्सपीरिएंस से फिर से शुरू करें.{fontEnd}"
AvatarGeneration.SelfieConsent.QRErrorTitle,{fontStart}सेशन की समय-सीमा खत्म हो गई है{fontEnd}
AvatarGeneration.SelfieConsent.QRTitle,"{fontStart}शुरू करने के लिए, QR कोड स्कैन करें{fontEnd}"
AvatarGeneration.SelfieConsent.Title,इमेज का इस्तेमाल करके मेरा अवतार जनरेट करें.
Common.GameSorts.Label.Favorites,पसंदीदा
Common.Presence.Label.InExperience,एक्सपीरिएंस में हैं
Common.Presence.Label.Invisible,ऑफ़लाइन प्लेयर
Common.Presence.Label.Offline,ऑफ़लाइन
Common.Presence.Label.Online,ऑनलाइन
Common.Presence.Label.RobloxStudio,Roblox Studio
Common.UGCValidation.ErrorLabel.AQSFail_AnimationTooLong,ऐनिमेशन बहुत लंबा है ({duration} सेकंड). Emote ऐनिमेशन ज़्यादा-से-ज़्यादा {maxLength} सेकंड लंबे होने चाहिए.
Common.UGCValidation.ErrorLabel.AQSFail_AnimationTooShort,ऐनिमेशन बहुत छोटा है ({duration} सेकंड). Emote ऐनिमेशन {minLength} सेकंड से ज़्यादा लंबे होने चाहिए.
Common.UGCValidation.ErrorLabel.AQSFail_MeshIslandML,आपके बॉडी में छोटे डिस्कनेक्टेड मेश कॉम्पोनेंट (मेश आइलैंड) मौजूद हैं. कृपया फ़्लोटिंग ज्योमेट्री हटा दें और पक्का करें कि सभी मेश पार्ट्स ठीक से जुड़े हुए हैं.
Common.UGCValidation.ErrorLabel.AQSFail_TooManyDisconnectedComponents,"ऐसेट की क्वॉलिटी : {partName} में {num_disconnected_components} डिस्कनेक्ट किए गए कॉम्पोनेंट हैं, जो मैक्सिमम {max_disconnected_components} की लिमिट से ज़्यादा हैं."
Common.UGCValidation.ErrorLabel.AQSInputDataError,इनपुट डेटा गलत या अधूरा होने के कारण क्वॉलिटी स्कोर का हिसाब सही से नहीं लगाया जा सकता. कृपया अपना मॉडल चेक करें या बग रिपोर्ट फ़ाइल करें
Common.UGCValidation.ErrorLabel.AQSInternalError,ऐसेट क्वालिटी में गड़बड़ी की वजह से स्कोर जनरेट नहीं हो सका. कृपया देखें कि इनपुट डेटा सही है या नहीं और फिर से कोशिश करें या बग रिपोर्ट फ़ाइल करें.
Common.UGCValidation.ErrorLabel.AQSWarn_CageMeshDistance,"ऐसेट क्वालिटी से जुड़ी वॉर्निंग : केज से मेश की दूरी का स्कोर {score} है . बाहरी केज और मेश के बीच की अधिकतम दूरी {max_distance} है, बाहरी केज के वर्टिसेज़ का {negative_sdf_percent}% हिस्सा, रेंडर मेश के अंदर है."
Common.UGCValidation.ErrorLabel.AQSWarn_CageMeshDistanceAvatar,"ऐसेट क्वालिटी से जुड़ी वॉर्निंग : हेड केज की दूरी का स्कोर {score} है. हेड केज और मेश के बीच की अधिकतम दूरी {max_distance} है, हेड केज के वर्टिसेज़ का {negative_sdf_percent}% हिस्सा, हेड मेश के अंदर है."
Common.UGCValidation.ErrorLabel.AQSWarn_CageMeshDistanceHead,
Common.UGCValidation.ErrorLabel.AQSWarn_CageRelevancy,ऐसेट क्वालिटी से जुड़ी वॉर्निंग : केज रेलेवेंसी का स्कोर {score} है. बाहरी केज के बदले गए वर्टिसेस का {irrelevant_percent}% हिस्सा ऐक्सेसरीज़ को कवर नहीं करता.
Common.UGCValidation.ErrorLabel.AQSWarn_CageUV,ऐसेट क्वालिटी से जुड़ी वॉर्निंग : {cage_name} के लिए केज UV का स्कोर {score} है. UV की गलत संख्या : {incorrect_uv_count}.
Common.UGCValidation.ErrorLabel.AQSWarn_DegenTriangles,ऐसेट क्वालिटी : {partName} में {degenerate_triangle_percent}% डिजेनेरेट ट्रायंगल हैं (स्कोर : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_DynamicHead,ऐसेट क्वालिटी से जुड़ी वॉर्निंग : डायनैमिक हेड एक्सप्रेशन का स्कोर {score} है.
Common.UGCValidation.ErrorLabel.AQSWarn_JointNumber,"ऐसेट क्वालिटी : जॉइंट कॉन्फ़िगरेशन का स्कोर {score} है (जॉइंट : {joint_number}, बायाँ हाथ : {left_hand_joint_number}, दायाँ हाथ : {right_hand_joint_number})."
Common.UGCValidation.ErrorLabel.AQSWarn_MeshIslandVolume,ऐसेट की क्वालिटी : {partName} में {num_disconnected_components} कॉम्पोनेंट में से {num_small_volume_islands} छोटे डिस्कनेक्टेड आइलैंड हैं (स्कोर : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_MeshManifold,ऐसेट क्वालिटी : {partName} में मेश मैनिफ़ोल्ड से जुड़ी समस्याएँ हैं (स्कोर : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_MeshNotWatertight,ऐसेट की क्वालिटी : {partName} मेश वॉटरटाइट नहीं है ({boundary_edges_percent}% बाउंड्री एज).
Common.UGCValidation.ErrorLabel.AQSWarn_MeshOutsideOuterCage,"ऐसेट क्वालिटी से जुड़ी वॉर्निंग : मेश कंटेनमेंट का स्कोर {score} है. मेश वर्टिसेज़ का {mesh_outside_outer_cage_percent}% हिस्सा, बाहरी केज के बाहर है."
Common.UGCValidation.ErrorLabel.AQSWarn_MissingData,"{measureName} के लिए एसेट क्वालिटी स्कोर का हिसाब नहीं लगाया जा सका, क्योंकि इनपुट डेटा अधूरा या अमान्य था. इससे आपका अपलोड ब्लॉक नहीं होता."
Common.UGCValidation.ErrorLabel.AQSWarn_TextureComplexity,ऐसेट क्वालिटी : टेक्स्चर {textureName} थोड़ा कम मुश्किल है (स्कोर : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_TextureResolution,ऐसेट क्वालिटी : टेक्स्चर {textureName} की रिज़ॉल्यूशन {texture_width}x{texture_height} है (स्कोर : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_TriangleIntersection,ऐसेट क्वालिटी : {partName} में {intersecting_tri_face_percent}% इंटरसेक्टिंग ट्रायंगल फ़ेस हैं (स्कोर : {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_UVBound,"ऐसेट क्वालिटी : {partName} में {uv_outside_bound_vert_percent}% UV वर्टिसेज़ हैं, जो सीमा से बाहर हैं (स्कोर : {score})."
Common.UGCValidation.ErrorLabel.AQSWarn_VertexSimilarity,ऐसेट क्वालिटी : {partName} में {similar_vertex_percent}% मिलते-जुलते वर्टिसेज़ हैं (स्कोर : {score}).
Common.UGCValidation.ErrorLabel.AccessoryAttachmentOutOfBounds,'{PartName}' में ऐक्सेसरी अटैचमेंट '{AttachmentName}' को मेश की सतह के पास रखना चाहिए. मौजूदा पोज़िशन [{CurrentPosition}] मान्य क्षेत्र से बाहर है. इसे [{ClosestValidPosition}] के करीब लाएँ.
Common.UGCValidation.ErrorLabel.AccessorySkinning_ExtraJoint,"हैंडल, जॉइंट {jointName} से जुड़ा हुआ है, जो मंज़ूर किए गए स्कीमा का हिस्सा नहीं है. सिर्फ़ स्टैंडर्ड R15 जॉइंट और स्किनिंग ट्रांसफ़र जॉइंट की अनुमति है."
Common.UGCValidation.ErrorLabel.AccessorySkinning_MissingTransferJoint,"{assetType} के लिए स्किनिंग ट्रांसफ़र का इस्तेमाल करना ज़रूरी है, लेकिन आपके पास ज़रूरी जॉइंट {requiredJointName} मौजूद नहीं है."
Common.UGCValidation.ErrorLabel.AccessorySkinning_NotLeaderOrFollower,"हैंडिल, जॉइंट {jointName} से जुड़ा हुआ है, लेकिन इस ऐसेट को ऑटो-स्किन किया जाना चाहिए. सिर्फ़ {validJointNameList} से जोड़ा जा सकता है."
Common.UGCValidation.ErrorLabel.AccessorySkinning_RequiredSkinningTransfer,"{assetType} के लिए स्किनिंग ट्रांसफ़र का इस्तेमाल करना ज़रूरी है, कृपया WrapLayer.AutoSkin को EnabledOverride पर सेट करें."
Common.UGCValidation.ErrorLabel.AccessorySkinning_RigidIsSkinned,"रिजिड ऐक्सेसरी में स्किनिंग डेटा है, जो काम नहीं करता है. पक्का करें कि मेश के साथ बोन इंपोर्ट न किए जाएँ."
Common.UGCValidation.ErrorLabel.AccessorySkinning_TransferJointWithoutAutoSkin,"हैंडिल में {jointName} जॉइंट है, जो सिर्फ़ तभी हो सकता है, जब WrapLayer.AutoSkin, EnabledOverride पर सेट हो."
Common.UGCValidation.ErrorLabel.AccessorySkinning_WeightNotFull,ट्रांसफ़र जॉइंट से जुड़े वर्टिसेस पूरी तरह से वेटेड होने चाहिए.
Common.UGCValidation.ErrorLabel.AnimationPack_DuplicateAnimationId,"ऐनिमेशन पैक बंडल में डुप्लिकेट ऐनिमेशन ID '{animationId}' मौजूद है, जिसका इस्तेमाल कई क्लिप में हो रहा है : {instancePaths}. हर ऐनिमेशन क्लिप में एक यूनीक ऐनिमेशन ऐसेट का रेफ़रेंस होना चाहिए."
Common.UGCValidation.ErrorLabel.AnimationPack_InvalidR15AnimChildren,ऐनिमेशन पैक बंडल में वह ऐनिमेशन टाइप मौजूद नहीं है (हैं) जो होना चाहिए : {missingAnimationTypes}. हर ऐनिमेशन टाइप में एक R15Anim फ़ोल्डर होना चाहिए जिसमें उसके अपेक्षित StringValue चिल्ड्रन बिल्कुल सही हों.
Common.UGCValidation.ErrorLabel.Animation_WeightNotPositive,"ऐनिमेशन '{animationName}' का वज़न {weight} है, लेकिन वज़न 0 से ज़्यादा होना चाहिए. कृपया ऐनिमेशन को ठीक करें."
Common.UGCValidation.ErrorLabel.AssetSchemaMissingItem,{ParentPath} में {ExpectedName} नाम का ज़रूरी {ExpectedClass} नहीं मिला
Common.UGCValidation.ErrorLabel.AssetSchemaUnexpectedItems,नीचे दिए गए इंस्टैंस मंज़ूर किए गए स्कीमा का हिस्सा नहीं हैं और उन्हें हटा दिया जाना चाहिए: {UnexpectedDescendantPaths}.
Common.UGCValidation.ErrorLabel.AssetSchemaWrongRootClass,"अपलोड किया गया ऐसेट {ExpectedClass} होना चाहिए, लेकिन यह {RootClass} है."
Common.UGCValidation.ErrorLabel.AssetSchemaWrongRootName,"अपलोड किए गए ऐसेट का नाम {ExpectedClass} होना चाहिए, लेकिन इसका नाम {RootClass} है."
Common.UGCValidation.ErrorLabel.ContentNotEditable,"{InstanceFullName}.{FieldName} में अभी भी एडिट किया जा सकने वाला ऐसा कॉन्टेंट मौजूद है, जिसे सेव नहीं किया गया है. पब्लिश करने से पहले इसे ऐसेट के तौर पर सेव करें और फिर से कोशिश करें."
Common.UGCValidation.ErrorLabel.CurveAnim_BodyPartHasPosition,CurveAnimation में बॉडी पार्ट '{bodyPartName}' में एक पोज़िशन (ट्रांसलेशन) ट्रैक है. ऐनिमेशन बॉडी पार्ट्स सिर्फ़ घुमाए जा सकते हैं; पोज़िशन ट्रैक्स की अनुमति नहीं है. कृपया इस बॉडी पार्ट से पोज़िशन ट्रैक हटा दें.
Common.UGCValidation.ErrorLabel.CurveAnim_BodyPartTranslationExceedsThreshold,CurveAnimation में बॉडी पार्टी '{bodyPartName}' अपनी शुरुआती पोज़िशन से {distance} स्टड्स दूर चला जाता है. ज़्यादा से ज़्यादा {maxDistance} स्टड्स की दूरी की अनुमति है. कृपया बोन की पोज़िशनल मूवमेंट कम करें.
Common.UGCValidation.ErrorLabel.CurveAnim_BodyPartWithBoneHasPosition,"CurveAnimation में HRD/DRD बोन हैं और बॉडी पार्ट '{bodyPartName}' में एक पोज़िशन (ट्रांसलेशन) ट्रैक है. ऐनिमेशन में कोई भी बोन मौजूद होने पर, जॉइंट को अलग होने से रोकने के लिए कोई भी बॉडी पार्ट ट्रांसलेट नहीं हो सकता. कृपया बॉडी पार्ट्स से सभी पोज़िशन ट्रैक हटा दें."
Common.UGCValidation.ErrorLabel.CurveAnim_BonePositionNotAllowed,CurveAnimation में {boneName} बोन का एक पोज़िशन (ट्रांसलेशन) ट्रैक है. HRD/DRD बोन सिर्फ़ घुमाए जा सकते हैं; पोज़िशन ट्रैक्स से जॉइंट अलग हो जाते हैं और इसकी अनुमति नहीं है. कृपया इस बोन से पोज़िशन ऐनिमेशन को हटा दें.
Common.UGCValidation.ErrorLabel.CurveAnim_BoneTranslationExceedsThreshold,CurveAnimation में बोन '{boneName}' अपनी शुरुआती पोज़िशन से {distance} स्टड्स दूर चला जाता है. ज़्यादा से ज़्यादा {maxDistance} स्टड्स की दूरी की अनुमति है. कृपया बोन की पोज़िशनल मूवमेंट कम करें.
Common.UGCValidation.ErrorLabel.CurveAnim_BonesNotAllowed,"CurveAnimation में HRD/DRD बोन फ़ोल्डर हैं, जो अभी तक काम नहीं करते हैं. कृपया अपलोड करने से पहले सभी बोन सब-फ़ोल्डर हटा दें."
Common.UGCValidation.ErrorLabel.CurveAnim_BoundsExceeded,"CurveAnimation में बॉडी पार्ट्स, HumanoidRootPart से {minHeight} स्टड्स से नीचे या {maxDistance} स्टड्स से ऊपर नहीं हो सकते. कृपया ऐनिमेशन को ठीक करें."
Common.UGCValidation.ErrorLabel.CurveAnim_ChildrenOnMarkerOrRig,CurveAnimation के सब-फ़ोल्डर MarkerCurves और AnimationRigData के अंदर और फ़ोल्डर नहीं हो सकते
Common.UGCValidation.ErrorLabel.CurveAnim_ContainsScripts,"CurveAnimation हायरार्की में Scripts, LocalScripts या ModuleScripts मौजूद हैं. कृपया उन्हें हटा दें."
Common.UGCValidation.ErrorLabel.CurveAnim_FetchFailed,CurveAnimation डेटा लोड नहीं हो सका. हो सकता है कि ऐनिमेशन ऐसेट अमान्य हो या उसे ऐक्सेस न किया जा सकता हो.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidBodyPartHierarchy,"CurveAnimation में {folderName} बॉडी पार्ट फ़ोल्डर मौजूद है, जिसकी हायरार्की अमान्य है (इसमें ऐसे सब-फ़ोल्डर मौजूद हैं, जिनकी अनुमति नहीं है या जिन्हें गलत तरीके से सेट अप किया गया है)"
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidBoneName,"CurveAnimation में मौजूद फ़ोल्डर '{boneName}' एक मान्य HRD/DRD बोन नाम नहीं है. ऐनिमेशन सब-फ़ोल्डर या तो मान्य R15 बॉडी पार्ट्स होने चाहिए या फिर मान्य बोन नेम (जैसे कि HeadBase, Spine, Chest, LeftClavicle, RightClavicle, LeftToeBase, RightToeBase, या उँगली की हड्डियाँ, जैसे कि LeftHandIndex1)."
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidCurveData,CurveAnimation में अमान्य समय या वैल्यू वाले Curves मौजूद हैं. कृपया ऐनिमेशन को ठीक करें.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidInstanceTypes,CurveAnimation हायरार्की में सिर्फ़ {allowedTypes} हो सकते हैं. कृपया अन्य सभी इंस्टैंस टाइप हटा दें.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidLength,CurveAnimation की अवधि {minLength} से {maxLength} सेकंड के बीच होनी चाहिए. कृपया ऐनिमेशन को ठीक करें.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidMarkerData,CurveAnimation में अमान्य समय या वैल्यू वाले MarkerCurves मौजूद हैं या वैल्यू बहुत लंबा है. कृपया ऐनिमेशन को ठीक करें.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidNumericalData,CurveAnimation में अमान्य न्यूमेरिकल डेटा वाले Curves मौजूद हैं. कृपया ऐनिमेशन को ठीक करें.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidRigData,AnimationRigData का इंटरनल वैलिडेशन नहीं हो सका. कृपया पक्का करें कि AnimationRigData सही तरीके से सेट अप किया गया है.
