Key,Value
Amp.FAEUpsell.Modal.ExternalLink.ButtonStart,Empezar estimación de edad
Amp.FAEUpsell.Modal.ExternalLink.Text,Esto desbloquea más juegos y funciones como el chat.
Amp.FAEUpsell.Modal.ExternalLink.Title,Verifiquemos tu edad
Amp.FAEUpsell.Modal.Failed.ButtonClose,Cerrar
Amp.FAEUpsell.Modal.Failed.ButtonRetry,
Amp.FAEUpsell.Modal.Failed.Text,Algo salió mal. Inténtalo más tarde.
Amp.FAEUpsell.Modal.Failed.Title,Error de verificación de edad
Amp.FAEUpsell.Modal.Loading.ButtonCancel,
Amp.FAEUpsell.Modal.Loading.Text,"Esto puede tardar unos instantes. Si cancelas, es posible que no se verifique tu edad."
Amp.FAEUpsell.Modal.Loading.Title,Verificando tu edad
Amp.FAEUpsell.Modal.QRCode.Description,Accede a más juegos y funciones al completar una verificación de edad. Escanea este código QR con tu teléfono o tableta.
Amp.FAEUpsell.Modal.QRCode.Footer,¿No se escanea? Descarga la app de Roblox en tu dispositivo móvil y dirígete a Configuración > Información de la cuenta.
Amp.FAEUpsell.Modal.QRCode.Title,Completa una verificación de edad con la app móvil
Amp.IDVErrorScreen.Close,
Amp.IDVErrorScreen.Declined,"Lo sentimos, se rechazó la verificación por razones de seguridad. Si quieres intentarlo de nuevo, vuelve en unos días."
Amp.IDVErrorScreen.Retry,Algo salió mal. Actualiza la página inténtalo de nuevo.
Amp.IDVErrorScreen.Timeout,"Lo sentimos, el proceso de verificación tardó demasiado. Actualiza la página e inténtelo de nuevo."
Amp.IDVErrorScreen.Title,Error en la verificación
Amp.IDVUpsell.Button.Cancel,
Amp.IDVUpsell.Button.StartVerification,Empezar verificación
Amp.IDVUpsell.Directions.IDBody,"Licencia de conducir, pasaporte, documento de identidad, permiso de residencia"
Amp.IDVUpsell.Directions.IDHeader,Prepara un documento de identificación válido
Amp.IDVUpsell.Directions.PhoneBody,Necesitas un smartphone para poder continuar
Amp.IDVUpsell.Directions.PhoneHeader,Usa un smartphone
Amp.IDVUpsell.Modal.Disclaimer,Ten en cuenta que estás a punto de iniciar el proceso de verificación de identidad con nuestro proveedor de servicios externo. La información recolectada por medio de este proceso solo será usada para proporcionar seguridad a tu cuenta y/o habilitar funciones de Roblox.
Amp.IDVUpsell.Modal.PrivacyLinkText,Aviso de privacidad biométrica de Roblox
Amp.IDVUpsell.Modal.QRHeaderText,Escanea el código QR para comenzar
Amp.IDVUpsell.Modal.Title,Verificación de edad obligatoria
Amp.IDVUpsell.PrivacyPageHeader,Política de privacidad
Amp.Upsell.Action.AskNow,Preguntar ahora
Amp.Upsell.Description.PrologueEnablePurchase,"Debido a las restricciones regionales, necesita permiso parental para realizar esta compra."
Amp.Upsell.Description.PrologueJoinExperience,"Para unirte a esta experiencia, necesitas permiso parental."
Amp.Upsell.Description.PrologueTextVpc,Necesitas el permiso parental.
Amp.Upsell.Description.PrologueUnblockUser,"Para desbloquear a {displayName}, necesitas permiso parental"
Amp.Upsell.Message.EmailSent,Enviamos un correo electrónico a {parentEmail}
Amp.Upsell.Message.EmailSentPluralParent,Enviamos un correo electrónico al correo de tu padre o madre vinculado
Amp.Upsell.Title.AskYourParent,Pregunta a tus padres
Amp.Upsell.Title.RequestSent,Solicitud enviada
Application.Logout.Action.Logout,Cerrar sesión
Application.Logout.Message.Confirmation,¿Quieres cerrar la sesión?
Authentication.AccountSwitch.Action.SwitchAccount,Cambiar cuentas
Authentication.AccountSwitch.Header.SwitchAccountSentenceCase,
Authentication.CrossDevice.Heading.QuickLogin,Inicio de sesión rápido
Authentication.Login.Action.QuickSignIn,
Authentication.Login.Button.CloseAndSwitchPlatformAccount,Sal de Roblox para cambiar la cuenta de {platformAccountName}
Authentication.Login.Button.UseDifferentRobloxAccount,Usar una cuenta Roblox diferente
Authentication.Login.Error.PasskeyOnlyAccount,Tu cuenta solo tiene una llave de acceso configurada para iniciar sesión. Intenta iniciar sesión con tu llave o recupera la cuenta.
Authentication.Login.Error.PlatformAccountConnectionFailure,No se puede verificar la cuenta de la plataforma. Inténtalo de nuevo más tarde.
Authentication.Login.Heading.IncompatibleAccounts,Cuentas incompatibles
Authentication.Login.Label.LearnMore,Más información
Authentication.Login.LinkIllegalChildAccountLinking,Esta cuenta de Roblox no se pudo vincular a una cuenta infantil de Xbox. Inténtalo con otra cuenta o revisa tu configuración.
Authentication.Login.Response.AlreadyLinked,Esta cuenta de Roblox ya está vinculada a una cuenta diferente en {platform}. Intenta iniciar sesión con una cuenta Roblox diferente.
Authentication.Login.Response.IncorrectEmailOrPassword,Correo electrónico o contraseña incorrectos.
Authentication.Login.Response.IncorrectOtpCode,El código es incorrecto. Compruébalo y vuelve a intentarlo.
Authentication.Login.Response.IncorrectPhoneOrPassword,Número de teléfono o contraseña incorrectos.
Authentication.Login.Response.IncorrectUsernamePassword,Nombre de usuario o contraseña incorrectos.
Authentication.Login.Response.InvalidPasskeyCredential,"No se puede iniciar sesión con esta llave. Para recuperar el acceso, ve a ""Olvidé la contraseña o el nombre de usuario."""
Authentication.Login.Response.MoreThanOneUsername,Tu correo electrónico está asociado a más de un nombre de usuario. Inicia sesión con tu nombre de usuario.
Authentication.Login.Response.PlatformAlreadyLinked,Esta cuenta de {platform} ya está vinculada a otra cuenta de Roblox. Inicia sesión con la cuenta de Roblox vinculada.
Authentication.Login.Response.RelinkingFreeze,Esta cuenta de Roblox se vinculó a otra cuenta en {platform} en los últimos 90 días. Intenta iniciar sesión con una cuenta Roblox diferente.
Authentication.Login.Response.Require2FA,La verificación de 2 pasos no es compatible con la consola. Sigue las instrucciones de la derecha para iniciar sesión de forma segura.
Authentication.Login.Response.Require2FAGeneric,La verificación obligatoria adicional no es compatible con este dispositivo. Sigue las instrucciones de la derecha para iniciar sesión de forma segura.
Authentication.Login.Response.ServiceUnavailable,Servicio no disponible. Inténtalo de nuevo más tarde.
Authentication.Login.Response.SomethingWentWrong,Algo salió mal. Inténtalo de nuevo más tarde.
Authentication.Login.Response.UnknownErrorLoginWithDifferentMethod,Algo salió mal. Intenta otra forma de iniciar sesión.
Authentication.Login.Response.UnverifiedEmailLoginWithUsername,Tu correo electrónico no se ha verificado. Inicia sesión con tu nombre de usuario.
Authentication.Login.WeChat.AntiAddictionText,"Boicotea experiencias con contenido inapropiado y di no a la piratería. Protégete y no dejes que te engañen. Visitar experiencias es bueno, pero visitarlas por demasiado tiempo puede perjudicar tu salud. Gestiona bien tu tiempo libre para poder vivir una vida saludable."
Authentication.SignUp.Button.RetryLogIn,Volver a iniciar sesión
Authentication.SignUp.Description.AccountAlreadyLinked,Tu cuenta {platformAccountName} ya está vinculada a una cuenta de Roblox. Intenta iniciar sesión de nuevo.
Authentication.SignUp.Description.VerificationLinkingText.VariableButtonName,"Tu cuenta Roblox se vinculará a tu cuenta en {platform}. Puedes desvincularla en cualquier momento desde la pantalla de Configuración. Puede haber un tiempo de enfriamiento antes de poder vincularla a otra cuenta en {platform}. Al hacer clic en {ctaButton}, aceptas los Términos de uso, incluida la cláusula de arbitraje, y la Política de privacidad."
Authentication.SignUp.Heading.CountryCodeSelector,Selecciona el país
Authentication.SignUp.Heading.RetryLogIn,
Authentication.SignUp.Response.ErrorTryAgain,
Authentication.TwoStepVerification.Action.GoToSecurity,
Authentication.TwoStepVerification.Label.TwoStepRequired,"Para realizar transacciones adicionales, se requiere activar la verificación en dos pasos. Ve a Configuración > Seguridad para completar la verificación en dos pasos."
Authentication.TwoStepVerification.Response.TooManyAttempts,Demasiados intentos. Inténtalo de nuevo más tarde.
Authentication.TwoStepVerification.Title.VerificationRequired,Verificación obligatoria
AvatarGeneration.SelfieConsent.AgreeButton,Aceptar
AvatarGeneration.SelfieConsent.BodyTextLink,"Al cargar una imagen, afirmas que tienes derecho a usarla y das tu consentimiento para que Roblox recopile, use y comparta una representación generada por IA con los creadores para avatares."
AvatarGeneration.SelfieConsent.CancelButton,
AvatarGeneration.SelfieConsent.PrivacyLinkText,
AvatarGeneration.SelfieConsent.QRBody,{fontStart}Usa tu teléfono para escanear el código QR y tomar una selfie.{fontEnd}
AvatarGeneration.SelfieConsent.QRErrorBody,"{fontStart}Para obtener un nuevo código QR, comienza de nuevo desde el juego o la experiencia.{fontEnd}"
AvatarGeneration.SelfieConsent.QRErrorTitle,{fontStart}La sesión expiró{fontEnd}
AvatarGeneration.SelfieConsent.QRTitle,{fontStart}Escanea el código QR para comenzar{fontEnd}
AvatarGeneration.SelfieConsent.Title,Usar imagen para generar mi avatar.
Common.GameSorts.Label.Favorites,Favoritas
Common.Presence.Label.InExperience,En la experiencia
Common.Presence.Label.Invisible,Invisible
Common.Presence.Label.Offline,Sin conexión
Common.Presence.Label.Online,En línea
Common.Presence.Label.RobloxStudio,Roblox Studio
Common.UGCValidation.ErrorLabel.AQSFail_AnimationTooLong,La animación es demasiado larga ({duration} segundos). Las animaciones de emote deben tener una duración máxima de {maxLength} segundos.
Common.UGCValidation.ErrorLabel.AQSFail_AnimationTooShort,La animación es demasiado corta ({duration} segundos). Las animaciones de emote deben tener una duración superior a {minLength} segundos.
Common.UGCValidation.ErrorLabel.AQSFail_MeshIslandML,Tu cuerpo contiene pequeños componentes de malla desconectados (islas de malla). Elimina la geometría flotante y asegúrate de que todas las partes de la malla estén conectadas correctamente.
Common.UGCValidation.ErrorLabel.AQSFail_TooManyDisconnectedComponents,"Calidad del activo: {partName} tiene {num_disconnected_components} componentes desconectados, lo que excede el máximo de {max_disconnected_components}."
Common.UGCValidation.ErrorLabel.AQSInputDataError,La puntuación de calidad no se puede calcular correctamente debido a que los datos de entrada son incorrectos o están incompletos. Verifica tu modelo o presenta un informe de errores.
Common.UGCValidation.ErrorLabel.AQSInternalError,"No se puede generar la puntuación debido a un error de calidad de los recursos. Verifica que los datos de entrada sean correctos y vuelve a intentarlo, o envía un informe de errores."
Common.UGCValidation.ErrorLabel.AQSWarn_CageMeshDistance,"Advertencia de calidad del recurso: la puntuación de la distancia de la jaula a la malla es de {score}. La distancia máxima entre la jaula exterior y la malla es de {max_distance}, el {negative_sdf_percent}% de los vértices de la jaula exterior están dentro de la malla de renderizado."
Common.UGCValidation.ErrorLabel.AQSWarn_CageMeshDistanceAvatar,"Advertencia de calidad del recurso: la puntuación de la distancia de la jaula de cuerpo es de {score}. La distancia máxima entre la jaula de cuerpo y la malla es de {max_distance}, el {negative_sdf_percent}% de los vértices de la jaula de cuerpo están dentro de la malla de cuerpo."
Common.UGCValidation.ErrorLabel.AQSWarn_CageMeshDistanceHead,"Advertencia de calidad del recurso: la puntuación de la distancia de la jaula de cabeza es de {score}. La distancia máxima entre la jaula de cabeza y la malla es de {max_distance}, el {negative_sdf_percent}% de los vértices de la jaula de cabeza están dentro de la malla de cabeza."
Common.UGCValidation.ErrorLabel.AQSWarn_CageRelevancy,Advertencia de calidad del recurso: la puntuación de relevancia de la jaula es de {score}. El {irrelevant_percent}% de los vértices modificados de la jaula exterior no cubren el accesorio.
Common.UGCValidation.ErrorLabel.AQSWarn_CageUV,Advertencia de calidad del recurso: la puntuación UV de la jaula es de {score} para {cage_name}. Cantidad incorrecta de UV: {incorrect_uv_count}.
Common.UGCValidation.ErrorLabel.AQSWarn_DegenTriangles,Calidad del recurso: {partName} tiene un {degenerate_triangle_percent}% de triángulos degenerados (puntuación: {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_DynamicHead,Advertencia de calidad del recurso: la puntuación de la expresión de la cabeza dinámica es de {score}.
Common.UGCValidation.ErrorLabel.AQSWarn_JointNumber,"Calidad del recurso: la configuración de articulaciones obtuvo una puntuación de {score} (articulaciones: {joint_number}, mano izquierda: {left_hand_joint_number}, mano derecha: {right_hand_joint_number})."
Common.UGCValidation.ErrorLabel.AQSWarn_MeshIslandVolume,Calidad del activo: {partName} tiene {num_small_volume_islands} islas pequeñas desconectadas de {num_disconnected_components} componentes (puntuación: {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_MeshManifold,Calidad del recurso: {partName} tiene problemas de geometría en la malla (puntuación: {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_MeshNotWatertight,Calidad del activo: la malla de {partName} no es hermética ({boundary_edges_percent}% de bordes límite).
Common.UGCValidation.ErrorLabel.AQSWarn_MeshOutsideOuterCage,Advertencia de calidad del recurso: la puntuación de contención de la malla es de {score}. El {mesh_outside_outer_cage_percent}% de los vértices de la malla están fuera de la jaula exterior.
Common.UGCValidation.ErrorLabel.AQSWarn_MissingData,No se pudo calcular la puntuación de calidad del recurso de {measureName} porque los datos de entrada no estaban completos o no eran válidos. Esto no impide que lo subas.
Common.UGCValidation.ErrorLabel.AQSWarn_TextureComplexity,Calidad del recurso: la textura {textureName} tiene baja complejidad (puntuación: {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_TextureResolution,Calidad del recurso: la textura {textureName} tiene una resolución de {texture_width}x{texture_height} (puntuación: {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_TriangleIntersection,Calidad del recurso: {partName} tiene un {intersecting_tri_face_percent}% de triángulos con caras intersectantes (puntuación: {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_UVBound,Calidad del recurso: {partName} tiene un {uv_outside_bound_vert_percent}% de vértices UV fuera de los límites (puntuación: {score}).
Common.UGCValidation.ErrorLabel.AQSWarn_VertexSimilarity,Calidad del recurso: {partName} tiene un {similar_vertex_percent}% de vértices similares (puntuación: {score}).
Common.UGCValidation.ErrorLabel.AccessoryAttachmentOutOfBounds,El accesorio “{AttachmentName}” en “{PartName}” debe colocarse cerca de la superficie de la malla. La posición actual [{CurrentPosition}] está fuera de la región válida. Muévelo más cerca de [{ClosestValidPosition}].
Common.UGCValidation.ErrorLabel.AccessorySkinning_ExtraJoint,"La piel de la manija está aplicada a la articulación {jointName}, la cual no forma parte del esquema permitido. Solo se permiten las articulaciones R15 estándar y las articulaciones de transferencia de piel."
Common.UGCValidation.ErrorLabel.AccessorySkinning_MissingTransferJoint,"{assetType} debe usar la transferencia de recubrimiento, pero te falta la articulación necesaria {requiredJointName}."
Common.UGCValidation.ErrorLabel.AccessorySkinning_NotLeaderOrFollower,"La piel de la manija está aplicada a la articulación {jointName}, pero la piel de este activo debe aplicarse automáticamente. Solo puedes aplicar la piel a {validJointNameList}."
Common.UGCValidation.ErrorLabel.AccessorySkinning_RequiredSkinningTransfer,{assetType} debe usar la transferencia de skinning; configura WrapLayer.AutoSkin como EnabledOverride.
Common.UGCValidation.ErrorLabel.AccessorySkinning_RigidIsSkinned,El accesorio rígido tiene datos de revestimiento que no son compatibles. Asegúrate de que los huesos no se importen con la malla.
Common.UGCValidation.ErrorLabel.AccessorySkinning_TransferJointWithoutAutoSkin,"La manija contiene la articulación {jointName}, la cual solo se permite cuando WrapLayer.AutoSkin está configurado como EnabledOverride."
Common.UGCValidation.ErrorLabel.AccessorySkinning_WeightNotFull,Los vértices con skinning aplicado a las articulaciones de transferencia deben tener una ponderación completa.
Common.UGCValidation.ErrorLabel.AnimationPack_DuplicateAnimationId,El paquete de animaciones contiene un ID de animación duplicado “{animationId}” utilizado por varios clips: {instancePaths}. Cada clip de animación debe hacer referencia a un recurso de animación único.
Common.UGCValidation.ErrorLabel.AnimationPack_InvalidR15AnimChildren,Al paquete de animaciones le falta(n) el(los) tipo(s) de animación esperado(s): {missingAnimationTypes}. Cada tipo de animación debe tener una carpeta R15Anim que contenga exactamente los elementos secundarios StringValue esperados.
Common.UGCValidation.ErrorLabel.Animation_WeightNotPositive,"La animación “{animationName}” tiene un valor de peso de {weight}, pero el peso debe ser mayor que 0. Corrige la animación."
Common.UGCValidation.ErrorLabel.AssetSchemaMissingItem,No se pudo encontrar la {ExpectedClass} nombrada {ExpectedName} dentro de {ParentPath}.
Common.UGCValidation.ErrorLabel.AssetSchemaUnexpectedItems,Las siguientes instancias no son parte del esquema aprobado y deben ser removidas: {UnexpectedDescendantPaths}
Common.UGCValidation.ErrorLabel.AssetSchemaWrongRootClass,"El recurso subido debe ser un {ExpectedClass}, pero es un {RootClass}."
Common.UGCValidation.ErrorLabel.AssetSchemaWrongRootName,"El recurso subido debe ser nombrado {ExpectedClass}, pero fue nombrado como {RootClass}."
Common.UGCValidation.ErrorLabel.ContentNotEditable,{InstanceFullName}.{FieldName} todavía tiene contenido editable sin guardar. Guárdalo como un recurso antes de publicarlo e inténtalo de nuevo.
Common.UGCValidation.ErrorLabel.CurveAnim_BodyPartHasPosition,La parte del cuerpo “{bodyPartName}” en CurveAnimation tiene una pista de posición (traslación). Las partes del cuerpo de la animación solo se pueden rotar; las pistas de posición no están permitidas. Elimina la pista de posición de esta parte del cuerpo.
Common.UGCValidation.ErrorLabel.CurveAnim_BodyPartTranslationExceedsThreshold,La parte del cuerpo “{bodyPartName}” en CurveAnimation se desplaza {distance} studs desde su posición inicial. La traslación máxima permitida es de {maxDistance} studs. Reduce el movimiento posicional de la parte del cuerpo.
Common.UGCValidation.ErrorLabel.CurveAnim_BodyPartWithBoneHasPosition,"CurveAnimation contiene huesos HRD/DRD y la parte del cuerpo “{bodyPartName}” tiene una pista de posición (traslación). Cuando hay huesos en la animación, ninguna parte del cuerpo puede tener traslación para evitar la separación de articulaciones. Elimina todas las pistas de posición de las partes del cuerpo."
Common.UGCValidation.ErrorLabel.CurveAnim_BonePositionNotAllowed,El hueso {boneName} en CurveAnimation tiene una pista de posición (traslación). Los huesos HRD/DRD solo se pueden rotar; las pistas de posición causan separación de articulaciones y no están permitidas. Elimina la animación de posición de este hueso.
Common.UGCValidation.ErrorLabel.CurveAnim_BoneTranslationExceedsThreshold,El hueso “{boneName}” en CurveAnimation se desplaza {distance} studs desde su posición inicial. La traslación máxima permitida es de {maxDistance} studs. Reduce el movimiento posicional del hueso.
Common.UGCValidation.ErrorLabel.CurveAnim_BonesNotAllowed,CurveAnimation contiene carpetas de huesos HRD/DRD que aún no son compatibles. Elimina todas las subcarpetas de huesos antes de cargar.
Common.UGCValidation.ErrorLabel.CurveAnim_BoundsExceeded,"En CurveAnimation, las partes del cuerpo no pueden estar a menos de {minHeight} studs ni a más de {maxDistance} studs de la HumanoidRootPart. Corrige la animación."
Common.UGCValidation.ErrorLabel.CurveAnim_ChildrenOnMarkerOrRig,Los elementos secundarios MarkerCurves y AnimationRigData de CurveAnimation no pueden tener elementos secundarios.
Common.UGCValidation.ErrorLabel.CurveAnim_ContainsScripts,"La jerarquía de CurveAnimation contiene Scripts, LocalScripts o ModuleScripts. Elimínalos."
Common.UGCValidation.ErrorLabel.CurveAnim_FetchFailed,Error al cargar los datos de CurveAnimation. Es posible que el recurso de animación no sea válido o no se pueda acceder a él.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidBodyPartHierarchy,CurveAnimation contiene la carpeta de parte del cuerpo {folderName} que tiene una jerarquía no válida (tiene elementos secundarios que no están permitidos o que están configurados incorrectamente).
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidBoneName,"La carpeta “{boneName}” en CurveAnimation no es un nombre de hueso HRD/DRD reconocido. Las subcarpetas de animación deben ser partes del cuerpo R15 válidas o nombres de huesos reconocidos (por ejemplo, HeadBase, Spine, Chest, LeftClavicle, RightClavicle, LeftToeBase, RightToeBase o huesos de los dedos, como LeftHandIndex1)."
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidCurveData,CurveAnimation contiene Curves con un Time o Value no válidos. Corrige la animación.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidInstanceTypes,La jerarquía de CurveAnimation solo puede contener {allowedTypes}. Elimina cualquier otro tipo de instancia.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidLength,CurveAnimation debe tener una duración de entre {minLength} y {maxLength} segundos. Corrige la animación.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidMarkerData,"CurveAnimation contiene MarkerCurves con un Time o Value no válidos, o el Value es demasiado largo. Corrige la animación."
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidNumericalData,CurveAnimation contiene curvas con datos numéricos no válidos. Corrige la animación.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidRigData,AnimationRigData no superó la validación interna. Asegúrate de que AnimationRigData esté configurado correctamente.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidRigDataR15Plus,AnimationRigData no superó la validación interna R15+. Asegúrate de que AnimationRigData esté configurado correctamente para las animaciones de huesos.
Common.UGCValidation.ErrorLabel.CurveAnim_InvalidTags,CurveAnimation solo puede contener una única etiqueta de marca de tiempo. Elimina todas las demás etiquetas.
Common.UGCValidation.ErrorLabel.CurveAnim_JointRotationExceeded,"En CurveAnimation, en el segundo {time}, la articulación {bodyPart} tiene un ángulo de rotación de {rotation} grados respecto a la postura de reposo. El máximo permitido es de {maxRotation} grados. Corrige la animación."
Common.UGCValidation.ErrorLabel.CurveAnim_KeysTooClose,CurveAnimation contiene la curva {curvePath} claves demasiado cercanas en el tiempo para una animación de {maxFPS} fps como máximo. Corrige la animación.
Common.UGCValidation.ErrorLabel.CurveAnim_LoopingNotEnabled,CurveAnimation '{animationName}' no tiene habilitado Loop. Las animaciones subidas al mercado deben estar en bucle. Habilita la propiedad Loop.
Common.UGCValidation.ErrorLabel.CurveAnim_MultipleBodyRoots,CurveAnimation contiene más de una carpeta secundaria de parte del cuerpo o de HumanoidRootPart. Asegúrate de que solo haya una carpeta secundaria con el nombre de una parte del cuerpo o de HumanoidRootPart.
Common.UGCValidation.ErrorLabel.CurveAnim_MultipleRigData,CurveAnimation contiene más de un elemento secundario de AnimationRigData. Asegúrate de que solo haya un elemento secundario de AnimationRigData.
Common.UGCValidation.ErrorLabel.CurveAnim_NegativeKeyTime,CurveAnimation contiene la curva {curvePath} con una clave con tiempo negativo. Corrige la animación.
Common.UGCValidation.ErrorLabel.CurveAnim_NoBodyRoot,CurveAnimation no contiene ninguna carpeta secundaria de parte del cuerpo o de HumanoidRootPart. Asegúrate de que haya una (y solo una) carpeta secundaria con el nombre de una parte del cuerpo o de HumanoidRootPart.
Common.UGCValidation.ErrorLabel.CurveAnim_NoJointManipulation,CurveAnimation no contiene ninguna manipulación de articulaciones.
Common.UGCValidation.ErrorLabel.CurveAnim_NoRigData,CurveAnimation no contiene ningún elemento secundario de AnimationRigData. Asegúrate de que haya un (y solo un) elemento secundario de AnimationRigData.
Common.UGCValidation.ErrorLabel.CurveAnim_NotCurveAnimation,La animación a la que se hace referencia no es una CurveAnimation. Asegúrate de que la animación se haya subido correctamente.
Common.UGCValidation.ErrorLabel.CurveAnim_PartTooFar,"En CurveAnimation, en el segundo {time}, la parte del cuerpo {bodyPart} se encuentra a {distance} studs de la HumanoidRootPart. Las partes del cuerpo no pueden estar a más de {maxDistance} studs de la HumanoidRootPart. Corrige la animación."
Common.UGCValidation.ErrorLabel.CurveAnim_PartTooLow,"En CurveAnimation, en el segundo {time}, la parte del cuerpo {bodyPart} se encuentra a una altura de {height} studs de la HumanoidRootPart. Las partes del cuerpo no pueden estar a menos de {minHeight} studs de la HumanoidRootPart. Corrige la animación."
Common.UGCValidation.ErrorLabel.CurveAnim_PositionSeparation,CurveAnimation contiene una separación posicional de las partes del cuerpo. Solo LowerTorso puede cambiar de posición. Todas las demás partes del cuerpo solo pueden cambiar de orientación. {bodyPart} se mueve más de {maxMovement} studs de su hueso padre. Corrige la animación.
Common.UGCValidation.ErrorLabel.CurveAnim_RotationTooFast,"En CurveAnimation, en el segundo {time}, la parte del cuerpo {bodyPart} se mueve a una velocidad de rotación de {speed} grados por segundo. {maxSpeed} es la velocidad máxima en grados por segundo. Corrige la animación."
Common.UGCValidation.ErrorLabel.CurveAnim_SpeedTooFast,"En CurveAnimation, en el segundo{time}, la parte del cuerpo {bodyPart} se mueve a una velocidad de {speed} studs por segundo. {maxSpeed} es la velocidad máxima en studs por segundo. Corrige la animación."
Common.UGCValidation.ErrorLabel.CurveAnim_SpeedTooFastLegacy,"En CurveAnimation, la parte del cuerpo {bodyPart} se mueve más de {maxMovement} studs entre fotogramas. Corrige la animación."
Common.UGCValidation.ErrorLabel.CurveAnim_TooManyDescendants,CurveAnimation tiene {count} descendientes. El máximo permitido es {maxAllowed}. Reduce el número de descendientes.
Common.UGCValidation.ErrorLabel.CurveAnim_TooManyKeys,CurveAnimation contiene Curves con demasiadas claves. {maxAllowed} es el máximo por Curve. Corrige la animación.
Common.UGCValidation.ErrorLabel.CurveAnim_TooManyMarkerCurves,CurveAnimation contiene más de {maxAllowed} MarkerCurve(s). Asegúrate de que no haya más de {maxAllowed} MarkerCurve(s) secundario(s).
Common.UGCValidation.ErrorLabel.CurveAnim_TooManyMarkers,CurveAnimation contiene una MarkerCurve con {count} marcadores. {maxAllowed} es el máximo por MarkerCurve. Corrige la animación.
Common.UGCValidation.ErrorLabel.CurveAnim_UnexpectedChild,CurveAnimation contiene un elemento secundario inesperado: {childName}
Common.UGCValidation.ErrorLabel.DynamicHeadCageMisaligned,Las cabezas dinámicas en el mercado deben estar correctamente enjauladas para que los vértices de los ojos y la boca en la jaula se alineen con los vértices de la malla. Mejora tu enjaulamiento y su alineación con la malla.
Common.UGCValidation.ErrorLabel.DynamicHeadHappyNotShown,No se puede detectar la expresión de sonrisa en la cabeza dinámica. Ajusta los puntos de referencia de la jaula de la boca para que coincidan con la ubicación de la boca en la cabeza y asegúrate de que pueda mostrar la expresión de sonrisa.
Common.UGCValidation.ErrorLabel.DynamicHeadLeftEyeNotClose,No se puede detectar la expresión de cierre del ojo izquierdo en la cabeza dinámica. Ajusta los puntos de referencia de la jaula del ojo izquierdo para que coincidan con la ubicación del ojo en la cabeza y asegúrate de que pueda cerrarse.
